SearchID,AdID,Position,ObjectType,HistCTR,IsClick
80609536,7908009,1,3,0.010223,0
89538636,22540843,1,3,0.006199,0
18059067,30399382,2,1,,
43089018,10466672,2,1,,
84839268,27390920,2,2,,
87483790,26116371,7,3,0.034652,0
63166205,20252029,1,3,0.012264,0
23557648,18149836,8,1,,
15729510,29163214,7,3,0.003058,0
26918206,7852498,1,3,0.002412,0
14790443,1441723,6,1,,
67105590,10915336,1,3,0.0064,0
60729824,26423845,2,2,,
9326948,14751242,8,1,,
18982283,17579501,7,3,0.004586,0
82272880,14104869,2,1,,
85249084,29321126,6,1,,
87259042,13029827,1,3,0.011958,0
16641615,2104577,2,2,,
90231869,3090973,7,3,0.006811,0
74027545,3144447,8,1,,
3737200,32391579,1,3,0.007927,0
75886384,8197530,7,3,0.002172,0
21006387,34084553,7,3,0.003061,0
24769045,20058023,1,3,0.009107,0
13614083,1136233,1,3,0.008102,0
88616156,3314695,7,3,0.032214,0
71610556,26006570,2,1,,
98531880,9689209,7,1,,
56525907,23116938,6,1,,
65257010,17453815,1,3,0.006608,0
81846889,1048108,1,3,0.012381,0
40605134,32511981,7,3,0.003535,0
82534635,32025391,1,3,0.010238,0
13081905,31910574,7,3,0.00156,0
99043358,555511,1,3,0.005788,0
58282054,20957152,2,2,,
103159817,18528175,6,1,,
39471320,14729341,7,3,0.003369,0
66094167,13931727,2,2,,
88962329,17560223,1,3,0.001376,0
105415878,3398134,8,1,,
99053656,13640967,2,2,,
85514193,24007455,2,1,,
105435772,10908820,1,3,0.009781,0
102759589,35320994,7,3,0.008666,0
9797719,26686149,1,3,0.000745,0
19374635,9514937,8,1,,
60099960,27533674,7,3,0.005994,0
631663,1106391,6,1,,
64645769,30370520,7,3,0.001914,0
76889375,30526233,7,3,0.003391,0
82561459,12666428,2,2,,
108865634,9133948,8,1,,
34571795,17579501,1,3,0.008214,0
40118976,28293309,6,1,,
65115010,19800105,2,2,,
93116763,21704026,7,3,0.002303,0
108745671,15773712,8,1,,
53844345,9102893,1,3,0.004895,0
43189279,34369386,6,1,,
19532424,30792442,1,3,0.008565,0
74551798,14369314,1,3,0.003918,0
8640794,23629665,1,3,0.002842,0
4465318,12883206,7,3,0.00058,0
61581861,36187478,1,3,0.043644,0
32531639,31938408,2,2,,
56028881,33066713,1,3,0.005163,0
39433280,20690780,8,1,,
16612779,3255602,6,1,,
26883458,35512032,2,2,,
83229216,7538812,8,1,,
57408504,7710791,7,3,0.006211,0
61454140,14267921,1,3,0.071669,0
21730248,35666392,7,3,0.001551,0
77550460,34804224,7,1,,
43698557,13178753,7,1,,
101218599,20485338,6,1,,
23913901,34734705,8,1,,
62210435,25441172,2,1,,
21776591,14378243,2,2,,
97082422,14489623,1,3,0.01537,0
24616417,28591143,1,3,0.002422,0
111074535,4898844,7,3,0.005583,0
109955557,23481278,7,3,0.009927,0
96647943,4969811,6,1,,
32772158,5950330,2,2,,
51553199,5865409,6,1,,
84649877,220034,7,3,0.001521,0
22618344,35884407,8,1,,
47767727,7640776,6,1,,
75888536,1316069,6,1,,
31648327,23346750,8,1,,
75069152,13556286,7,3,0.004566,0
44526565,6115044,1,3,0.021258,0
50250642,20272827,6,1,,
75531592,17176914,7,3,0.007003,0
25898703,7321726,2,1,,
19505072,22957026,2,1,,
86705249,12338106,7,3,0.002463,0
7401804,20251260,7,3,0.001362,0
80213992,13063123,1,3,0.004792,0
55121715,13402760,1,3,0.011765,0
60367413,9412150,2,2,,
46444692,35652463,6,1,,
53694030,29166244,1,3,0.011976,0
554383,15969952,2,2,,
25090304,28975166,8,1,,
34897972,34734225,1,3,1e-05,0
111267836,251554,6,1,,
48543615,30962525,1,3,0.015234,0
12516538,14709434,6,1,,
36174991,9002389,2,2,,
414467,6197891,7,3,0.002311,0
74306142,8663874,2,1,,
22732235,19880597,6,1,,
18188636,11270290,7,3,0.00472,0
40692853,31421809,6,1,,
50022314,34023454,2,1,,
95310932,4653603,2,1,,
112609000,21895744,2,2,,
59516954,26291870,1,3,0.004605,0
93744580,33940616,7,3,0.016423,0
44807292,21597708,7,3,0.000239,0
2217869,5662145,7,3,0.002955,0
111902185,21049388,2,2,,
76334133,5822986,2,2,,
112862805,27473310,1,3,0.001696,0
889494,26302899,7,1,,
32886820,33163014,8,2,,
92036649,33266184,7,3,0.004163,0
23417379,26002259,7,3,0.001764,0
76902415,26769841,6,1,,
20210873,24554584,8,1,,
39189676,30534685,8,1,,
86452776,12723295,6,1,,
60827387,29980723,8,1,,
69382466,27473310,7,3,0.001566,0
64690520,20058023,7,3,0.008022,0
42387085,8917879,1,3,1e-05,0
107385607,19417025,1,3,0.016732,0
8054509,26497598,2,2,,
37103839,23554591,6,1,,
41548626,11901916,7,3,0.007427,0
40628089,14718716,7,3,0.004214,0
45692144,1084637,7,1,,
40713005,35734424,2,2,,
22314798,9353102,7,1,,
54207241,27627342,7,3,0.001733,0
30682944,35745840,7,3,1e-05,0
48198528,27226883,2,2,,
77980791,16238479,2,1,,
6060269,28066310,7,3,0.004833,0
3277200,13026050,1,3,0.002423,0
30143660,10732983,7,3,0.008229,0
28422732,18642119,2,2,,
97110947,22946383,1,3,0.00597,0
111180802,11152474,1,3,0.002577,0
99136669,13093316,2,1,,
55289916,33028282,2,2,,
113793005,25466054,2,2,,
803044,8628677,8,1,,
60165234,27294452,1,3,0.012214,0
63333943,36397244,2,2,,
23227799,457834,7,3,1e-05,0
45790133,7709305,2,2,,
82259361,26033999,7,3,0.016252,0
23220576,900517,1,3,0.014583,0
106788597,12985978,7,3,0.000849,0
44430892,7541944,2,1,,
17114977,2126565,8,1,,
6795791,3179140,6,1,,
86466241,30491298,1,3,0.004484,0
35550612,27715938,7,3,0.005034,0
35837507,35025933,7,3,0.004024,0
107896424,17675060,1,3,0.002538,0
91048655,27342327,2,2,,
49430417,24806182,8,1,,
62010207,26816914,1,3,0.055854,0
31987171,30109797,7,3,0.003155,0
72659989,33487587,8,1,,
12247956,223922,2,2,,
111134176,23082583,8,1,,
102757117,12641903,7,1,,
10552117,14475161,1,3,0.008689,0
91398157,4393476,8,1,,
81585473,9856016,2,2,,
39342236,6398885,6,1,,
27096617,28954631,1,3,0.009202,0
81969286,29677960,1,3,0.007652,0
59328562,61809,8,1,,
78099853,21235219,7,3,0.009317,0
35968868,4707326,1,3,0.006623,0
28048996,23453043,8,1,,
44537418,34084553,7,3,0.010582,0
46758988,17472147,7,3,0.002962,0
12309403,6182094,1,3,0.006274,0
6850854,25149502,7,3,0.001507,0
108062671,18138058,7,3,1e-05,0
28263108,13000804,7,3,1e-05,0
87181407,21910006,7,3,0.040262,0
44135909,22724216,7,3,0.029695,0
71490520,36433661,6,1,,
63532134,25084447,2,1,,
111472099,488534,7,1,,
16471525,3670764,7,1,,
82732311,2114983,8,1,,
102496853,30428380,8,1,,
92209323,12276785,8,1,,
80182991,6559547,6,1,,
32205821,28894317,7,3,0.004362,0
69040544,4804397,2,1,,
47034107,28368516,8,1,,
69453723,34847052,2,1,,
5113542,32254944,8,1,,
78480835,14826321,6,1,,
4050245,28026696,1,3,0.045034,0
82587062,15764859,1,3,0.005765,0
111960240,20489092,8,1,,
2116329,15438024,8,1,,
9234608,31974337,2,2,,
5729950,30743207,2,1,,
72000891,25285907,8,1,,
104094119,19376433,6,1,,
440209,33207722,6,1,,
95739560,16535342,8,1,,
106164301,5205715,6,1,,
100351902,18676866,6,1,,
43493994,26337691,2,1,,
109285623,8519699,2,1,,
13502561,18527494,7,3,0.011265,0
7294450,15534297,7,3,0.014184,0
14613003,16492973,1,3,0.007125,0
110635029,33463083,2,2,,
62662797,20606840,7,3,0.001818,0
58783971,290388,6,1,,
31364992,3306421,2,2,,
49743535,2554098,7,3,0.003672,0
38787015,25504744,8,1,,
13034782,26136464,6,1,,
81777939,4563426,7,1,,
35751868,29441250,2,1,,
83686817,35989671,1,3,0.009709,0
42571534,26307723,1,3,0.009172,0
76842130,13000804,7,3,0.00105,0
97480337,21146516,2,1,,
28620056,1690309,7,3,0.010023,0
75832534,18365674,6,1,,
83529456,36214982,8,1,,
65181888,4801182,7,3,0.022288,0
36870007,35934928,1,3,0.0075,0
12519567,14659756,7,3,0.003901,0
34194649,23094056,8,1,,
97860309,30183154,7,3,0.00184,0
49899509,32230963,2,2,,
58836105,28913014,6,1,,
34283463,30905781,8,1,,
64409800,14697486,8,1,,
98702385,22881434,7,3,0.001783,0
21111747,17731263,7,3,0.001321,0
19721506,28478010,1,3,0.002797,0
97538133,20731809,6,1,,
110386056,6560013,2,1,,
86796160,8272628,6,1,,
80958685,25334979,2,1,,
27520651,15448321,2,1,,
14321101,21835295,8,1,,
61160596,26936440,1,3,0.00364,0
96026712,35015140,6,1,,
87959152,27503224,1,3,1e-05,0
4081862,13565149,7,3,0.016298,0
82649629,17119818,1,3,0.001577,0
12685666,26986204,7,3,0.001016,0
94873765,31540482,2,1,,
91984956,25058208,1,3,0.00707,0
43197576,28758322,1,3,1e-05,0
97468968,12399580,2,1,,
113021730,13490441,6,1,,
87355310,10069868,6,1,,
3050259,13345408,7,3,0.015147,0
19953944,2861946,1,3,0.004277,0
36963373,34794344,2,1,,
6589498,19469916,7,3,0.005313,0
63883771,13955081,1,3,0.012605,0
26666585,9929420,2,2,,
4327429,35313211,7,3,0.002651,0
101353965,2516949,1,3,0.027708,0
69417686,16186886,8,1,,
40403848,14481883,1,3,0.001933,0
17490168,11419439,1,3,0.086219,0
46833833,24035406,2,1,,
77327048,29417382,7,3,0.00188,0
109150954,18136071,8,1,,
38052269,35233919,6,1,,
96810680,19545578,6,1,,
64338548,6115044,1,3,0.020739,0
10780908,18943478,8,1,,
83456477,31842153,6,1,,
52820320,18248193,7,3,0.038188,0
69415231,4342158,8,1,,
24445842,12827858,6,1,,
33776174,26916738,6,1,,
10899723,10402302,2,1,,
41679556,9706918,7,3,0.009009,0
37152669,11926529,8,1,,
46924095,3989498,2,1,,
35332381,32825888,7,3,1e-05,0
33657300,30744035,1,3,0.012943,0
41649518,17626124,7,3,0.007333,0
26024588,26015856,7,3,0.003167,0
65541332,33204490,2,1,,
11547859,9840503,1,3,0.013084,0
111313264,22009336,2,1,,
94685800,20671160,8,1,,
39535479,19214018,2,1,,
48854659,23905439,7,3,0.006888,0
52031146,29135166,1,3,0.004785,0
3129837,6397985,1,3,0.014692,0
95284184,2820931,6,1,,
966318,3923566,6,1,,
16972477,33836092,6,1,,
60959312,34096282,1,3,0.002469,0
11527212,14610991,7,3,0.001334,0
19056023,11335646,2,2,,
9035032,8531377,2,2,,
6096876,15656524,7,3,0.00665,0
101691860,3501318,6,1,,
54148042,33722313,6,1,,
40950969,24134743,1,3,0.008584,0
37315967,28756213,2,2,,
36049736,18294552,1,3,0.008092,0
76044214,36177162,8,1,,
87307049,11660082,2,1,,
68055119,16135758,7,1,,
32571685,14659756,7,3,0.004035,0
66951089,17719816,1,3,0.001473,0
90774509,18125184,2,1,,
94678361,23346615,7,3,0.001179,0
108358125,4287824,7,3,0.002547,0
96394652,25857161,7,1,,
23597273,15264023,6,1,,
69673130,24074731,7,1,,
43747542,22897011,2,2,,
27708046,23556444,1,3,0.004741,0
95529701,5706130,2,2,,
106786542,4801182,7,3,0.032777,0
60289322,15161241,1,3,0.004052,0
108732168,2657796,8,1,,
105791430,9413853,1,3,0.008777,0
95490434,21411714,7,3,0.014956,0
49126456,13053866,6,1,,
46140362,23273851,7,3,0.00117,0
3471910,11385853,1,3,0.039038,0
62840090,7392102,8,1,,
16163761,30894355,6,1,,
92051461,15534297,7,3,0.004472,0
22703622,24387227,8,1,,
103341672,29295367,1,3,0.000966,0
8995956,6843059,6,1,,
44324117,896140,7,3,0.002776,0
21497552,26575504,8,1,,
66624354,3295331,7,3,1e-05,0
49870947,1999844,7,3,0.001582,0
30673661,19908077,1,3,0.005164,0
6746904,18849269,2,2,,
40810659,7697246,7,3,0.007867,0
56921258,54904,2,2,,
38068071,34551806,1,3,0.003647,0
96113617,2436619,1,3,0.006817,0
105966095,34316394,2,2,,
77943331,28750860,6,1,,
1486125,36441454,7,3,0.001449,0
74109437,32532520,8,1,,
12962925,20570844,7,3,0.011628,0
49640096,24485665,1,3,0.027429,0
80957965,36320671,2,1,,
9046263,17293610,1,3,1e-05,0
10626977,2153043,1,3,0.034286,0
64740928,16622940,7,3,0.000857,0
78562695,9352282,8,1,,
18518627,896140,1,3,0.007353,0
76672097,13688157,2,2,,
77499682,17621641,1,3,0.039038,0
19932686,21939247,2,1,,
60755866,19325202,7,3,0.045034,0
11307674,26853555,1,3,0.017847,0
82893740,32370130,7,3,0.001673,0
67478380,19737221,2,1,,
35622030,6351245,1,3,0.009113,0
49996446,29246401,1,3,0.003303,0
47837942,2651302,7,3,1e-05,0
97788837,4564321,8,1,,
62137127,6669280,7,3,0.003765,0
3597967,17884755,8,1,,
7682326,29071948,1,3,0.004548,0
48222119,8548017,2,2,,
8202932,10235627,1,3,0.007299,0
58402423,20100727,7,3,0.006428,0
106225627,31476108,2,2,,
26071200,4287824,7,3,0.003326,0
101819875,17565786,2,1,,
9872526,18483420,1,3,0.003373,0
72378580,4417189,2,1,,
57794971,23510778,7,3,0.000905,0
55207094,28203380,2,1,,
101877442,29511493,1,3,0.003165,0
52708273,11084612,2,2,,
37580723,11106416,8,1,,
1775342,30042321,6,1,,
39298869,7107990,1,3,0.007605,0
38872365,5098366,7,3,0.002479,0
21231296,23708005,6,1,,
73231809,27590610,7,3,1e-05,0
3418772,29295367,1,3,0.000682,0
83056880,26507471,2,1,,
41244449,2000193,2,1,,
76049003,35274993,2,1,,
30698271,28053867,1,3,0.029695,0
25639691,33812507,7,1,,
86563911,21249123,7,3,0.005162,0
66445079,31211231,7,1,,
51337293,11359513,8,1,,
64745563,8888740,8,1,,
51667026,16555432,1,3,0.002774,0
52422229,17250899,2,1,,
14912269,25415789,1,3,0.028571,0
66536554,812469,1,3,0.007629,0
31233281,29351118,7,1,,
57503199,12996718,6,1,,
50374213,6276187,8,1,,
34636334,15298241,7,3,0.001241,0
6236230,8564808,7,3,1e-05,0
21308460,4889352,1,3,0.002128,0
48001407,26556440,8,1,,
17057155,30371200,1,3,0.001544,0
63476416,14254376,2,1,,
10364363,31089906,7,3,0.00163,0
70757815,3476869,7,3,0.001225,0
98773606,7037265,1,3,1e-05,0
27388066,8471503,6,1,,
30321062,14631435,2,2,,
28073699,27719689,2,2,,
33486175,24522413,7,3,0.001647,0
85749347,3327923,6,1,,
31742186,1039706,1,3,0.007067,0
64748109,29250513,6,1,,
46143807,25543077,6,1,,
38504072,33006181,7,1,,
7735272,15106963,1,3,0.002247,1
22295525,14874197,8,1,,
105757423,8348162,2,2,,
70348292,10089458,2,2,,
99148747,9623793,1,3,0.013888,0
51765112,11379453,6,1,,
8272615,35666392,7,3,0.001157,0
113244933,32556381,1,3,0.002219,0
49460217,10748985,8,1,,
3954021,12903433,1,3,0.003828,0
93748133,34702102,6,1,,
112852492,36572498,2,2,,
3858064,24074965,7,3,1e-05,0
96068710,24625760,2,1,,
40321414,22672074,1,3,0.018919,0
104563562,9840503,1,3,0.022463,0
29748815,32370130,7,3,0.002218,0
100901635,16257941,6,1,,
31281766,21689205,7,3,0.006946,0
53191010,30309483,8,1,,
65883089,31679831,1,3,0.003304,0
95882561,11097119,1,3,0.010382,0
23841398,26516585,7,3,0.003631,0
98669461,25344894,6,1,,
76535320,19431132,1,3,0.014323,0
11675035,6760388,2,1,,
32148049,8722272,6,1,,
42644336,22892652,7,1,,
16563948,33264543,1,3,1e-05,0
90862873,32926342,2,1,,
109490607,3345735,2,1,,
95021053,32778530,8,1,,
106043224,32788627,1,3,0.007715,0
46140765,23228898,2,1,,
49601334,30651077,8,1,,
106087923,35217005,8,1,,
61600890,17983265,1,3,0.007026,0
112209470,28052898,2,1,,
106450025,1489874,2,2,,
77395539,32769610,7,3,0.004286,0
99504962,29633447,1,3,0.045311,0
6250803,26955363,1,3,0.002717,0
9092548,24428209,1,3,0.022644,0
54239164,9518755,2,1,,
5265423,19355951,8,1,,
18923988,25296252,8,1,,
30571760,11020220,1,3,0.028872,0
32001394,5783311,2,1,,
85085547,34163134,6,1,,
6988175,29207160,6,1,,
25407733,22084896,1,3,0.00806,0
66891968,2007730,8,1,,
39289729,9276620,7,1,,
37890766,16232388,1,3,0.003475,0
37408173,27492614,6,1,,
76351726,11589877,7,3,0.005941,0
19217047,21520303,6,1,,
10305987,4899886,6,1,,
85323658,16954147,6,1,,
67297587,28355988,2,2,,
57134960,20058023,1,3,0.007185,0
12317864,27928263,7,3,0.005567,0
49673498,24600725,6,1,,
72959406,11149420,7,3,0.00787,0
106492820,18444257,2,2,,
71867791,27927411,7,3,0.001796,0
104237224,11115890,1,3,0.036122,0
54897934,24728248,7,3,0.006803,0
104998140,30488433,2,1,,
113359607,16158783,7,3,0.000788,0
74264630,21649152,7,3,0.003103,0
35423094,13595102,7,3,0.002854,0
103234318,36441454,7,3,0.001106,0
78246510,29354040,7,3,0.023702,0
7407031,25738905,7,3,0.003282,0
74450162,4774212,1,3,0.002799,0
20713681,3321400,6,1,,
25442311,19937876,7,3,0.011118,0
83554547,9026365,1,3,0.020673,0
32443017,10056020,8,1,,
63025728,4965764,8,1,,
29041655,32853615,2,1,,
25489385,20894150,6,1,,
60720186,11612504,6,1,,
109224402,7345373,7,3,0.005042,0
6067249,15656524,7,3,0.007845,0
84545581,34886296,6,1,,
36599923,21371938,6,1,,
86556564,27486414,1,3,0.004216,0
4707438,12829965,8,1,,
50374035,3366932,1,3,0.007422,0
43650308,27927411,7,3,0.002023,0
84258137,25501249,6,1,,
59056620,9397294,7,1,,
20881781,10987434,7,3,0.015253,0
83942034,22067752,1,3,0.006156,0
94830855,22186939,1,3,0.0032,0
11442273,5280273,1,3,0.013685,0
8417610,30991976,6,1,,
73593622,20058023,1,3,0.008686,0
105864041,21235219,1,3,0.043478,0
106004441,17688225,6,1,,
62134900,6636646,7,1,,
96142242,16501368,1,3,1e-05,0
14959472,13118343,6,1,,
53451956,16204757,8,1,,
77709834,20781947,1,3,0.021459,0
43707654,32046229,1,3,0.010417,0
11470584,1280834,6,1,,
77600635,16967654,2,1,,
62937015,19988327,1,3,0.029701,0
93185136,15284495,2,1,,
7200293,7697246,1,3,0.012019,0
100895731,16926052,6,1,,
24483097,34822781,7,3,0.021681,0
91343887,25152,1,3,0.002757,0
95135388,30736496,6,1,,
55296461,4547130,2,2,,
12225727,14849768,2,2,,
64508351,21581540,8,1,,
102280137,17616001,1,3,0.008295,0
109340572,11427850,8,1,,
52495446,35666392,7,3,0.001575,0
77769364,23234261,7,3,0.003947,0
96651774,6181901,7,1,,
16688795,5537645,6,1,,
55871383,15161241,1,3,0.004115,0
64972222,27462415,6,1,,
42472891,1081920,8,1,,
35720314,9206528,7,3,0.002767,0
14286792,12985978,7,3,0.00185,0
43206201,29978872,1,3,0.000656,0
48523058,14880485,1,3,0.001583,0
38511870,32872848,7,3,0.00688,0
64537676,25688083,1,3,0.022727,0
60262677,11901916,7,3,1e-05,0
56752968,10004679,1,3,0.002649,0
75181677,20625505,7,3,0.045034,0
85271150,25738905,7,3,0.002355,0
91088488,32392633,7,3,0.001493,0
39919531,25159107,6,1,,
22048431,18109104,2,1,,
56688990,14850714,1,3,1e-05,0
76224128,33586049,7,3,0.011905,0
90092661,9536653,2,1,,
23897137,29906080,6,1,,
79440906,12961504,8,1,,
46475959,26087322,8,1,,
17484656,7601429,1,3,0.011223,0
19330286,1452673,8,1,,
48162692,19431397,6,1,,
87272160,22435497,1,3,0.006541,0
47978170,16993140,2,1,,
53339288,30672875,1,3,0.013861,0
98831666,5235075,2,1,,
24663497,24804284,8,1,,
37495098,9643755,2,2,,
102729770,27927411,7,3,0.002664,0
15240585,8406116,1,3,0.000386,0
73749241,24608113,2,1,,
55820176,20090984,7,3,0.001373,0
93809046,1250109,8,1,,
110161469,18558649,8,1,,
107407981,5587354,2,1,,
107951814,36573627,1,3,1e-05,0
42279649,17232010,7,3,0.002419,0
4683319,24330187,1,3,0.010556,0
100181364,35236622,6,1,,
110960881,6881959,6,1,,
27745322,5105377,2,1,,
52155503,13510519,8,1,,
94877390,17579501,7,3,0.004146,0
69965046,26146563,7,3,0.013986,0
23884108,14597366,8,1,,
20238275,26227799,2,2,,
58815510,2610841,1,3,0.004313,0
19859032,232172,1,3,0.013398,0
104445088,11907083,7,3,0.037149,0
7427446,17062982,6,1,,
22076544,12572057,2,2,,
98258904,1030901,1,3,0.004269,0
32983169,7345373,7,3,0.003324,0
98764665,13841290,6,1,,
94322944,6563841,8,1,,
78744826,5303236,6,1,,
105047545,29580334,7,3,0.079619,0
62801353,35086046,6,1,,
68392755,8285721,7,3,2.6e-05,0
45734639,2079442,2,2,,
14753505,14572382,6,1,,
15414212,10289810,8,1,,
70429617,26538197,8,1,,
18473814,23905439,7,3,0.004011,0
68619900,15331826,6,1,,
94840027,24072064,1,3,0.026594,0
38026083,3450541,6,1,,
53316508,66914,6,1,,
109873681,7633004,2,2,,
8319287,22456622,1,3,1e-05,0
75053645,16904117,7,3,0.002543,0
103059122,14610991,7,3,0.002726,0
103517779,30635200,7,3,0.008253,0
56010752,33044409,7,3,0.001655,0
72554056,31762395,1,3,0.002892,0
10857457,25934993,7,3,0.027429,0
7121931,22067752,1,3,0.005684,0
44687912,25539238,2,1,,
18188418,31813685,8,1,,
96367157,26649006,7,3,0.00432,0
1403061,23536359,6,1,,
22736914,8871657,2,2,,
53954517,3495220,7,3,0.004673,0
112924470,26778539,1,3,0.015276,0
101833994,9977158,1,3,0.01709,0
67302123,13635650,8,1,,
50963692,2432808,7,3,0.00056,0
106021855,12276788,7,3,0.007101,0
87101450,6115044,1,3,0.024545,0
41103685,2116194,8,1,,
16079577,28151022,6,1,,
98841720,29361579,7,3,0.00793,0
95433338,5563746,8,1,,
66326609,6115044,1,3,0.022404,0
2047158,7138496,1,3,0.004492,0
31693553,11083829,1,3,0.002096,0
97649042,24433668,2,2,,
2611848,6465905,6,1,,
39211949,31705507,2,2,,
5827831,21090203,7,3,0.00397,0
15848095,2872705,1,3,0.004345,0
38403380,11312278,2,1,,
57565717,29295367,1,3,0.001052,0
91457181,16848203,7,3,0.045034,0
87626688,16253182,8,1,,
47729206,6724076,6,1,,
5038949,18482593,2,1,,
26737557,8920442,2,1,,
8139212,2481197,2,2,,
18842410,26559853,7,1,,
65687468,6993194,7,3,0.00323,0
22658438,1735153,7,1,,
76515483,34106976,6,1,,
8374889,23629665,1,3,0.003149,0
18639759,13795802,1,3,0.03923,0
9921985,27486361,1,3,1e-05,0
69529237,25433577,8,1,,
71614589,34462268,7,1,,
26750247,14379306,6,1,,
62482111,17144387,2,2,,
110465489,33768300,1,3,0.043111,0
32229930,14863772,8,1,,
22041892,13167028,7,3,0.000726,0
95592600,27949654,1,3,0.008276,0
74575773,4577429,8,1,,
40331566,27476405,6,1,,
9565463,16716455,1,3,0.040262,0
20420665,13620290,8,1,,
56626812,35567390,2,1,,
85080881,25152,1,3,0.001385,0
34807984,31089906,7,3,0.00163,0
103458924,1242771,2,2,,
34017099,34481394,2,2,,
5560325,14207907,7,3,0.006727,0
78140308,5709048,6,1,,
6269524,10192979,7,3,0.040885,0
16620340,31318069,6,1,,
10103300,15269553,6,1,,
65007819,7006653,1,3,1e-05,0
99042022,17376866,6,1,,
71799346,30848868,7,3,0.002025,0
44283594,4057323,2,1,,
81696733,18441693,1,3,0.002363,0
62508349,633038,2,2,,
93223123,31173765,1,3,0.005171,0
32963831,13535715,7,3,0.001225,0
53411397,35637925,2,2,,
85136260,12276788,7,3,0.008228,0
30786302,29793656,7,3,0.002168,0
38473587,31314301,8,1,,
91654518,15175376,6,1,,
46322250,21531847,6,1,,
51678224,6720757,1,3,0.023157,0
10655305,2024144,1,3,0.025237,0
9056060,34349082,1,3,0.002124,0
35613984,28827023,2,2,,
81955266,17140982,7,3,0.00473,0
2088725,30502676,1,3,0.006669,0
25669397,27034048,6,1,,
27350367,2266992,7,1,,
36855676,24835691,1,3,0.027207,0
24938448,29716768,1,3,0.002966,0
76664971,5718884,7,3,0.003324,0
48332087,27183158,6,1,,
111489128,14858021,7,3,0.055556,0
68953545,23668021,1,3,0.011354,0
36852625,25144740,1,3,0.017806,0
109419504,21881201,2,2,,
44349840,11451693,8,1,,
2732382,5063015,1,3,0.007649,0
43340583,6927498,8,1,,
29512819,3593968,7,1,,
9922363,8552440,2,1,,
24563995,12852704,7,3,0.037149,0
110581914,12566926,6,1,,
21455442,26981366,1,3,0.002215,0
38019919,32137306,1,3,0.034132,0
98562578,21036639,7,3,0.042224,0
113921248,20874104,8,1,,
31436743,12985978,1,3,0.00496,0
44646668,13671281,1,3,0.02552,0
7780270,26998739,6,1,,
14733181,30879075,2,1,,
45988507,9321404,8,1,,
62842217,31198283,7,3,1e-05,0
53743015,25738905,7,3,0.002556,0
84206448,33664510,7,3,0.001172,0
56628945,32460131,2,2,,
32059370,4781257,6,1,,
6012350,9647376,7,1,,
25259890,25321053,7,3,0.000767,0
47769600,16072068,8,1,,
107752008,19716221,2,1,,
22023353,24728248,1,3,0.004058,0
110907584,30692166,2,1,,
18721445,24731223,1,3,0.087792,0
23435651,13178651,1,3,1e-05,0
64028257,34787485,7,3,0.001783,0
102388174,20857249,2,1,,
38340490,30048584,1,3,0.007552,0
109683112,13671281,7,3,0.014396,0
110825366,36309654,2,2,,
34367780,32818585,7,3,0.024688,0
42031562,14543429,2,2,,
28764832,35951797,2,1,,
20035291,33789767,8,1,,
11860566,2057489,1,3,0.001642,0
112428508,26116371,1,3,0.054545,0
11746070,32191862,2,2,,
28755228,5518263,7,3,0.075394,0
11394068,30849173,1,3,0.001034,0
49033049,21036639,7,3,0.002809,0
98422316,8997245,6,1,,
94021436,274598,2,1,,
19125341,24621534,1,3,0.003009,0
79290430,10689100,6,1,,
15172379,14610991,7,3,0.001401,0
111516409,18706549,1,3,0.006239,0
33485899,10591341,1,3,0.000908,0
48274551,22096247,7,3,0.003597,0
89283371,19292528,2,1,,
42161817,28938146,1,3,0.012099,0
111040064,34862234,2,1,,
33159209,15056028,6,1,,
78480954,1123368,2,2,,
44671479,19666476,1,3,0.001979,0
87624627,16367604,7,1,,
52407536,30266749,6,1,,
4513505,22892782,7,3,0.010989,0
102785827,32401112,2,1,,
98089524,21445570,7,3,1e-05,0
43454805,26692084,2,2,,
10440300,33153343,6,1,,
73453686,8396057,2,2,,
5702320,28026565,7,1,,
18880352,1488513,6,1,,
60396141,31523412,2,2,,
54219276,6497346,2,2,,
64812549,31121943,7,1,,
12912337,16586944,6,1,,
23697285,1847786,6,1,,
39564816,24131614,2,2,,
29974297,27789986,1,3,0.003494,0
8616096,7441494,2,2,,
6467257,4826342,1,3,0.007488,0
57597291,2519867,6,1,,
87930307,34718472,2,2,,
11799199,28006060,1,3,0.002796,0
106918776,2885666,1,3,0.005128,0
101399082,31319834,2,1,,
88090813,36359734,2,2,,
56605216,35291305,1,3,1e-05,0
34614601,18496042,1,3,0.03923,0
13441298,12211856,2,1,,
42516952,26298746,8,1,,
95680418,32093996,1,3,0.003408,0
42219942,2734169,2,1,,
72839409,4801182,7,3,0.004535,0
74350491,28313110,1,3,0.01468,0
39844574,22657914,2,1,,
60480142,16788049,7,3,0.04455,0
53195224,6448287,6,1,,
53591747,19666476,1,3,0.002222,0
66702682,14853386,2,2,,
81524085,23905439,7,3,0.017526,0
50883491,13592534,2,2,,
42265338,13536680,6,1,,
109399326,19153781,6,1,,
17802036,22034102,7,3,0.002721,0
17603180,29789329,7,3,0.016834,0
68354476,24375032,2,2,,
805325,31659538,6,1,,
91111736,5789926,7,3,0.006747,0
22744595,21569423,7,1,,
97046805,118527,6,1,,
97680575,21723542,1,3,0.001745,0
