SearchID,SearchDate,IPID,UserID,IsUserLoggedOn,SearchQuery,LocationID,CategoryID,SearchParams
50234378,2015-05-11 17:45:15,1808664,415383,0,самокат,3953,0,
79670661,2015-05-19 15:36:06,290338,2075717,0,,3953,3,
8968625,2015-04-25 18:43:50,1106461,2722824,0,,2077,22,"{83:'Обувь', 175:'Женская одежда'}"
21951718,2015-05-13 09:46:18,824855,2208707,0,,3335,1,
37902775,2015-05-08 21:30:51,559887,4232543,1,,1194,55,
88259321,2015-04-25 08:09:58,2200597,2763076,0,,1116,12,
6854455,2015-05-16 15:24:10,18299,3796159,0,,2739,53,{181:'Промышленное'}
37007632,2015-05-14 14:29:13,1070173,19032,0,,1579,22,"{83:'Платья и юбки', 175:'Женская одежда'}"
45366287,2015-04-25 08:02:55,1948067,1917815,0,,1294,38,{45:'Столы и стулья'}
52301837,2015-04-25 14:37:04,1555311,1314388,1,витрина,3976,1,
58975814,2015-05-15 12:52:37,920220,79902,0,,1636,34,"{5:'Шины, диски и колёса'}"
112340516,2015-05-11 20:33:13,1999815,575025,0,,1751,12,
850655,2015-05-05 15:28:02,1876849,634210,0,,2685,41,
50349527,2015-05-04 23:01:27,1804485,1534447,0,шевроле лачетти,3960,34,
31307325,2015-05-04 21:10:29,2146710,1767699,0,,3960,34,"{797:'16', 796:'Литые', 709:'Диски', 799:'5', 798:'6.5', 5:'Шины, диски и колёса', 800:'108'}"
60002711,2015-05-05 20:38:39,297305,4175990,0,xbox 360,697,0,
64075610,2015-05-08 10:12:11,1577295,2939809,1,,2225,22,{175:'Мужская одежда'}
86425956,2015-05-10 21:16:03,1985486,3677351,0,,1344,34,"{797:'16', 796:'Литые', 709:'Диски', 799:'5', 798:'7', 5:'Шины, диски и колёса', 801:11226, 800:'114.3'}"
109410897,2015-05-06 13:53:26,1270412,359658,0,,2430,13,{137:'Игры для приставок'}
25363124,2015-04-27 15:25:06,1772150,3016384,0,,2276,11,
41793261,2015-05-13 15:32:09,75737,380237,1,,3960,49,
36184350,2015-05-18 16:35:43,765977,1115915,1,мотоцикл,3928,0,
71233922,2015-05-09 21:51:17,131170,2709362,1,,3939,53,
102649587,2015-05-07 15:32:23,398584,1922523,0,,3928,28,
109920428,2015-05-09 18:47:35,548545,4135414,1,,972,34,
88433597,2015-04-30 11:57:48,901363,3293982,0,,44,26,"{132:'Акустика, колонки, сабвуферы'}"
65019875,2015-04-29 22:04:01,538843,3066953,0,,2612,12,
48374777,2015-04-28 21:32:56,1814861,2836555,1,,2060,26,
8689088,2015-05-13 10:41:47,525741,1535120,1,,3960,60,"{119:'110-116 см (4-6 лет)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
93153291,2015-05-13 20:08:06,521911,1250023,1,,992,38,
760323,2015-05-03 08:20:39,1479179,468482,0,,2757,13,
90900148,2015-05-09 17:12:46,1298180,4070723,0,,3953,38,
15177135,2015-05-09 23:08:14,1823511,335545,0,,1299,49,
2585478,2015-05-08 16:06:33,1218004,3927057,1,,3960,22,"{176:'Верхняя одежда', 175:'Мужская одежда', 96:'50–52 (XL)'}"
54101721,2015-04-26 12:43:11,1285555,2833342,1,,3953,60,"{112:'86-92 см (1-2 года)', 179:'Верхняя одежда', 178:'Для девочек'}"
37358206,2015-05-12 17:27:05,2172267,1529650,1,new balance,3960,22,"{83:'Обувь', 175:'Женская одежда'}"
102839547,2015-05-19 05:59:05,1642767,3250349,0,мотоблок,3960,0,
95004981,2015-05-12 07:36:45,896835,1856431,0,коляска,547,0,
86641843,2015-05-13 12:32:36,1969740,275304,0,,3960,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'> 50 (XXL)'}"
60423683,2015-05-16 00:09:28,2178014,2651196,1,,2277,60,
61540856,2015-04-29 15:48:59,144173,1089877,1,стиральная машина samsung,2840,1,
48256786,2015-05-11 22:52:15,2004906,1513332,1,,346,38,"{45:'Кровати, диваны и кресла'}"
83670271,2015-05-05 20:10:56,1552053,9747,1,,3976,47,{127:'Велосипеды и самокаты'}
49792020,2015-05-12 23:26:50,1037772,3334128,0,,4235,26,"{132:'Акустика, колонки, сабвуферы'}"
17004300,2015-05-13 18:09:55,139772,961038,0,,2885,26,{132:'Усилители и ресиверы'}
41732087,2015-05-02 15:31:07,1877941,3976855,0,,924,26,
87280930,2015-05-15 10:36:25,1022465,2915811,0,,344,38,
40307897,2015-04-25 13:49:16,1450648,463218,1,,3960,41,
3950725,2015-05-14 16:01:49,796583,2413806,0,,343,38,{45:'Столы и стулья'}
111056579,2015-05-15 09:29:09,390722,1477803,0,,2875,12,
22817277,2015-05-17 18:01:28,1549426,504588,1,,1344,60,"{124:'30', 110:'Обувь', 178:'Для мальчиков'}"
83592742,2015-05-15 18:09:02,1953192,3641567,1,,4111,11,
92639180,2015-05-13 21:15:49,1243633,2516355,0,,992,18,
9768100,2015-05-12 15:37:00,1713740,4314592,1,манеж-кровать,3960,47,
18910016,2015-04-25 09:15:18,1003866,3299853,1,,2652,29,
86729333,2015-05-08 07:41:38,2116268,1416287,1,,992,34,{5:'Аудио- и видеотехника'}
105060661,2015-05-09 22:33:23,456445,2940750,0,,3953,41,{143:'LG'}
43498256,2015-05-04 22:11:38,1388031,3344923,0,велосипед,2164,0,
67359089,2015-05-05 12:09:12,1339705,1374426,0,,2612,4,
92641572,2015-05-07 13:22:36,2019544,436229,0,,4145,12,
59794868,2015-05-18 22:09:34,252328,4145058,0,,2060,34,{5:'Аксессуары'}
68645676,2015-05-18 14:04:25,390369,1185523,1,,2277,60,{178:'Для мальчиков'}
8691877,2015-04-30 14:51:45,1641511,2287021,0,,4429,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Трансмиссия и привод'}"
72500661,2015-05-09 08:21:18,604285,1206032,0,,1344,60,"{119:'74-80 см (7-12 мес)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
26256472,2015-05-02 05:32:02,736253,3402278,1,,1729,49,
75095431,2015-05-17 16:17:17,1192416,4089377,1,,3960,50,{44:'Инструменты'}
18253914,2015-05-08 01:38:20,461151,68573,1,кроссовки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
956159,2015-04-28 00:48:02,1767050,1984917,1,,3953,53,
85142415,2015-05-18 13:16:23,1182646,37714,0,,2430,1,
79339069,2015-04-27 14:16:12,979001,2715664,0,,992,50,
49834465,2015-04-27 14:38:36,1980463,1519941,1,,2685,27,
27310992,2015-05-09 21:54:58,172178,2341917,1,,4181,34,"{5:'Шины, диски и колёса'}"
24529115,2015-05-15 09:19:41,2044088,1267968,0,,697,27,"{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
86344184,2015-05-08 12:00:18,1991016,4044554,0,тамила,79,0,
98981169,2015-05-05 18:32:54,889348,1907707,1,,1294,1,
3335501,2015-05-05 12:30:38,2092449,1093907,0,,4519,22,"{83:'Платья и юбки', 175:'Женская одежда'}"
45377575,2015-05-05 16:16:21,1518644,4331629,1,,4145,60,"{179:'Обувь', 178:'Для девочек'}"
16516874,2015-04-26 19:32:16,1459722,2664626,1,,1102,34,{5:'Прицепы'}
27390821,2015-05-09 10:33:10,1070919,1790600,0,,3960,22,{175:'Мужская одежда'}
12187928,2015-04-30 09:31:21,1686757,1889432,0,,1261,37,
57892939,2015-05-17 16:21:35,226137,1460187,0,,926,41,{143:'iPhone'}
36404895,2015-04-26 09:36:02,1591158,289369,1,,2641,34,"{5:'Шины, диски и колёса'}"
13592183,2015-05-13 11:19:40,1010048,833711,1,,547,60,"{118:'98-104 см (2-4 года)', 110:'Брюки', 178:'Для мальчиков'}"
33173177,2015-05-16 09:41:17,1247821,4079996,0,,4292,38,"{45:'Кровати, диваны и кресла'}"
45945012,2015-04-27 19:18:46,1579862,214372,0,,2277,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
22689572,2015-05-15 14:11:22,1559127,2080004,0,,1306,34,
97061325,2015-05-17 06:35:24,1710906,1905164,0,,72,38,{45:'Столы и стулья'}
73532261,2015-04-28 10:57:13,1278399,1006239,0,,547,47,
829210,2015-05-11 22:19:34,1397341,3686468,0,,1261,60,"{112:'98-104 см (2-4 года)', 179:'Верхняя одежда', 178:'Для девочек'}"
1623360,2015-05-11 18:39:50,1975,4064031,1,,3976,1,
86982497,2015-05-05 21:52:32,840453,4249268,1,ipad mini,3960,25,{140:'Планшеты'}
70362449,2015-05-12 13:10:53,725279,772136,0,,3771,22,
97651918,2015-05-01 16:36:50,1827337,813094,0,htc,3960,41,{143:'HTC'}
54226784,2015-05-05 18:03:24,1688543,2571548,1,gopro,2885,0,
32586504,2015-05-12 14:49:45,1191960,2559088,0,,3960,36,
9872955,2015-05-15 20:14:02,46271,410168,0,,3953,38,{45:'Кухонные гарнитуры'}
97999093,2015-05-01 15:22:12,860992,715768,1,марки,2885,7,
79547610,2015-05-06 18:49:36,899557,1469554,1,,401,12,
9827678,2015-04-25 23:23:57,733550,526357,0,клавиатура apple,3960,0,
23135695,2015-05-20 06:57:32,1424653,1845845,1,,44,7,
94592487,2015-05-06 14:14:44,1009436,1559383,1,спортивные брюки,3953,0,
58649860,2015-05-04 10:55:06,837280,1185047,1,,72,47,
49592031,2015-05-08 17:18:15,1352070,3826856,0,,3998,60,"{125:'33', 179:'Обувь', 178:'Для девочек'}"
42427358,2015-05-03 19:17:54,1483841,130993,1,,2430,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
43268288,2015-05-11 04:14:27,1234342,968770,0,,414,41,{143:'Nokia'}
25014845,2015-05-07 13:48:57,368786,2146796,0,,102,34,"{797:'14', 796:'Литые', 5:'Шины, диски и колёса', 709:'Диски'}"
72836098,2015-05-15 21:54:07,1621504,2410671,0,,1102,4,{156:'Дорожные'}
35549369,2015-05-16 20:48:45,1910932,3833793,0,,3960,4,{156:'Запчасти и аксессуары'}
27404171,2015-05-16 08:28:04,1285747,678731,0,,1110,38,{45:'Шкафы и комоды'}
65577168,2015-04-25 20:28:22,170128,640719,0,,2694,34,
22029615,2015-04-25 21:04:24,1541441,3851039,0,,1299,49,
51599834,2015-05-18 07:36:37,1616579,1988557,0,,3055,38,"{45:'Кровати, диваны и кресла'}"
71615629,2015-05-11 22:24:00,1251467,2544680,0,,4545,38,"{45:'Кровати, диваны и кресла'}"
67919001,2015-05-12 12:57:13,182578,1662497,0,,1294,4,
50108861,2015-05-11 22:55:56,1003866,396776,0,,3505,60,"{119:'86-92 см (1-2 года)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
57653281,2015-05-10 15:55:19,760929,1664828,1,золотое кольцо,3960,0,
9255616,2015-05-06 22:29:31,1424370,3755647,0,,3976,26,"{132:'Музыкальные центры, магнитолы'}"
55504662,2015-05-08 16:50:20,471587,1107099,0,,733,47,
50545349,2015-05-11 22:24:35,467319,411278,0,,4423,34,
17185195,2015-05-17 22:04:34,1265897,3851126,1,,1647,44,
23593641,2015-04-29 11:48:31,605797,2321027,0,,1344,38,
110112950,2015-05-13 11:29:58,2090168,227572,0,фары logan,547,34,
68041930,2015-04-25 17:52:55,1254771,676695,1,диван,992,38,"{45:'Кровати, диваны и кресла'}"
13184242,2015-04-29 18:03:45,1906672,67293,0,,926,27,
28789703,2015-05-16 01:16:57,2085687,2437835,0,,3960,22,"{176:'Рубашки', 175:'Мужская одежда', 194:'46–48 (M)'}"
73767347,2015-05-06 17:08:28,1817048,55211,0,купить,547,41,
100542736,2015-05-06 14:06:41,277713,2951411,1,,4005,38,"{45:'Кровати, диваны и кресла'}"
14999672,2015-05-12 12:07:11,1670669,2587685,0,,1102,26,
86757650,2015-05-15 13:14:44,1883231,734941,0,,1337,12,
17100462,2015-05-01 08:08:11,2165300,1441074,1,,3022,22,"{83:'Платья и юбки', 175:'Женская одежда'}"
14963183,2015-04-29 12:31:32,555645,1409853,0,,2306,4,
54292592,2015-05-09 00:29:13,167684,421507,0,измельчитель,3960,0,
15585186,2015-05-09 18:04:23,1330390,2099596,0,балетки кожаные,2885,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
49836602,2015-04-28 14:29:52,982766,197325,1,,924,47,{127:'Автомобильные кресла'}
98360559,2015-05-13 17:26:01,1201444,2164919,0,,3960,34,
78591767,2015-05-19 20:16:13,1252336,2900968,0,,401,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Рулевое управление'}"
103609960,2015-05-02 22:01:03,435595,2010007,0,,4354,17,
77584694,2015-05-18 17:05:21,394318,3931789,0,,3335,50,{44:'Камины и обогреватели'}
111405014,2015-05-06 15:55:39,1354275,2790723,1,,2077,500001,
105992878,2015-05-01 19:41:11,945742,1104975,1,комбоусилитель,1344,0,
101235637,2015-05-05 13:15:06,1460012,2614737,0,,2840,49,
47759059,2015-05-14 10:38:08,1612939,2997173,0,холодильник бу,230,0,
47808497,2015-05-12 16:11:44,482211,2026996,0,,3953,4,{156:'Запчасти и аксессуары'}
6368176,2015-05-14 08:39:59,238523,2571716,1,,1517,38,
11543617,2015-05-09 18:28:18,904968,1167490,0,,3953,57,{130:'Парфюмерия'}
81652027,2015-05-19 16:39:54,2203199,2811305,0,,1636,12,
53232759,2015-05-12 19:52:31,146,1970948,0,,3960,12,
69760596,2015-05-04 20:50:20,536278,2310142,0,,2840,17,
35062804,2015-05-10 15:37:36,1903031,405574,0,,2757,34,"{5:'Шины, диски и колёса'}"
57545527,2015-05-09 15:50:22,929606,1565062,0,,1361,16,
1205104,2015-05-13 16:39:48,1181615,1003999,0,,209,37,
37759623,2015-05-14 20:48:23,673705,3294261,0,,1344,38,{45:'Шкафы и комоды'}
72057128,2015-05-14 06:51:36,2080777,698795,0,,2225,47,
105703341,2015-05-03 18:20:40,1327607,4182273,1,,1156,49,
26528039,2015-05-08 15:31:14,2003552,224507,1,,2643,17,
104803869,2015-05-16 23:11:04,1946262,4085879,0,,4215,4,
105732700,2015-04-27 14:55:08,1776620,489098,0,,2275,27,
37725095,2015-05-03 17:05:09,2187013,735593,0,,209,52,{167:'Книги'}
4631183,2015-05-10 13:32:21,810360,2117188,1,туфли 38,1110,22,
25875546,2015-04-27 14:22:08,891746,33432,0,,3960,34,"{598:'Для автомобилей', 5:'Запчасти'}"
64628762,2015-05-11 19:33:21,81751,354025,0,,1344,44,
95849343,2015-05-11 14:01:38,1411209,2941487,0,,3350,41,
112223662,2015-05-11 10:26:50,743596,3851570,1,,3022,38,
39040092,2015-05-12 05:06:10,642126,1045584,0,,3953,47,{127:'Детские коляски'}
83497897,2015-05-04 07:42:14,1096499,1500401,0,,2612,46,
94355798,2015-05-19 21:45:32,1986371,1222642,0,,3960,34,
34470403,2015-05-09 16:11:13,392489,1310166,0,,231,53,
42397249,2015-05-08 18:54:03,1577999,4198214,0,,992,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
65636570,2015-05-13 20:16:53,602242,3496690,0,ваз,2474,12,
93965974,2015-05-15 20:31:19,294873,2774286,0,водонагреватель накопительный,44,0,
89484624,2015-04-25 18:19:09,1307528,610705,0,,3960,38,
74260712,2015-05-11 13:08:27,1343515,2855968,0,,3282,47,{127:'Детские коляски'}
36540817,2015-05-09 13:47:27,1887839,3515425,0,,1607,38,
82257004,2015-05-18 15:57:17,1161224,250125,0,,3953,5,{165:'Ролики и скейтбординг'}
81146281,2015-05-03 14:46:10,868105,3585170,0,,2685,47,{127:'Детские коляски'}
13460205,2015-05-12 23:33:03,427365,1074623,0,,4145,34,
76413541,2015-05-05 09:30:52,2136219,1150676,0,,2225,26,
19174176,2015-05-03 21:54:43,1696549,2526790,0,,512,12,
81038122,2015-05-12 19:36:49,1513205,3589851,0,,2612,18,
19480633,2015-05-06 17:16:10,275982,342523,0,,3960,9,{51:'Посуда'}
16554325,2015-04-26 15:48:13,1975403,1832471,0,,3953,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Двигатель'}"
25107617,2015-04-29 23:18:17,757849,2291160,0,,1309,34,
26174561,2015-05-11 21:18:35,1965671,2182356,0,,346,4,{156:'Горные'}
65963353,2015-05-18 21:47:55,1209310,1781080,0,,4429,38,
87796770,2015-05-17 11:47:01,615918,1289293,0,,3960,47,{127:'Велосипеды и самокаты'}
19157176,2015-05-07 09:42:11,808295,2651555,0,,3953,38,"{45:'Кровати, диваны и кресла'}"
96523207,2015-05-02 20:30:25,456957,1799834,0,,3771,51,"{485:'Картриджи', 148:'Расходные материалы'}"
19247948,2015-05-17 17:43:07,318,3571066,0,,2277,1,
18924582,2015-05-10 13:58:34,404687,3163694,0,кроссовки,3771,60,{178:'Для девочек'}
111702161,2015-05-12 08:38:13,515302,2244715,1,,4008,34,
111646687,2015-05-05 00:19:25,1291633,1061259,0,,1299,13,
55242472,2015-05-19 13:06:16,1519929,1232866,0,,3960,47,{127:'Детская мебель'}
50014982,2015-05-17 15:41:12,1083737,2611027,0,,3960,16,{162:'Для студии и концертов'}
49994631,2015-05-07 12:18:03,1216699,3979815,1,прогулочная каляска,1116,0,
97908819,2015-05-16 18:23:57,1787912,113894,0,,3953,22,"{176:'Верхняя одежда', 175:'Мужская одежда'}"
45875463,2015-04-30 20:29:26,1864276,1325672,0,мебельное производство,2885,55,
113173336,2015-04-25 18:20:07,1898440,475121,0,iphone 3gs,992,0,
89875202,2015-05-13 17:05:39,1021145,996379,1,,942,41,{143:'iPhone'}
94738976,2015-05-17 20:16:41,938318,590212,1,бортовой,1299,34,{5:'Аксессуары'}
15997387,2015-05-15 20:28:25,1572264,504670,0,,3953,29,{483:'Аксессуары'}
111707821,2015-04-26 20:04:35,1450095,3588176,0,,2077,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'42–44 (S)'}"
3655313,2015-05-06 13:36:55,641753,4230119,1,,401,41,
10484058,2015-05-12 17:58:47,2207127,863901,0,,3960,37,{14:'Монеты'}
31254064,2015-05-01 10:33:27,35002,2362881,1,,547,47,
63110411,2015-05-14 13:44:34,848183,2079710,1,,3891,4,{156:'Детские'}
34551764,2015-05-07 20:40:14,100930,1846672,0,,942,12,
63493743,2015-05-18 20:47:57,111404,749373,0,,3022,12,
72011686,2015-05-13 20:08:00,2253075,3626223,1,рация,3960,0,
16088227,2015-04-28 17:22:49,186188,2650313,0,,836,17,
73918056,2015-04-25 20:55:31,2124205,1097306,1,,3960,22,"{176:'Обувь', 175:'Мужская одежда', 98:'43'}"
69338371,2015-05-08 12:12:54,1784655,3141580,0,,3960,5,{165:'Фитнес и тренажёры'}
46145588,2015-05-12 11:38:13,250739,1199808,1,,3960,16,{162:'Пианино и другие клавишные'}
36400571,2015-05-09 19:55:43,1922557,178375,0,,414,22,{175:'Мужская одежда'}
29687141,2015-05-05 12:26:34,481656,1653967,0,,3953,38,"{45:'Кровати, диваны и кресла'}"
10217231,2015-04-29 10:20:33,270003,954272,1,,3921,9,
90747509,2015-05-12 08:38:57,1727252,2439439,0,,3921,22,"{83:'Обувь', 175:'Женская одежда'}"
99162556,2015-04-30 10:18:08,676147,3130310,0,,942,18,
58108172,2015-05-02 09:28:43,2115787,3836996,0,,2077,7,
34557108,2015-05-03 20:54:26,1788983,4093513,0,,2840,11,{104:'Ювелирные изделия'}
7737684,2015-05-08 16:12:27,1076254,3056534,0,самокат,3953,0,
67326839,2015-04-26 15:10:19,1990253,749325,0,,3960,38,{45:'Шкафы и комоды'}
41568240,2015-05-06 20:18:24,245304,2994872,1,,3939,53,
38106508,2015-04-27 15:57:51,614038,179537,1,,1260,34,{5:'Автокосметика и автохимия'}
107712567,2015-05-01 18:20:24,229380,607990,1,,1344,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
35441343,2015-05-04 20:12:29,2028459,1496259,0,,972,25,{140:'Планшеты'}
69288083,2015-04-29 12:03:55,1388982,801605,0,радар-детектор,942,34,{5:'Аксессуары'}
105346267,2015-05-05 15:23:45,864811,1922064,0,,3960,34,"{709:'Шины', 731:'195', 733:'16', 732:'55', 5:'Шины, диски и колёса', 734:'Летние'}"
42332853,2015-05-13 14:21:10,1052817,1450183,0,телевизор,3921,0,
19547302,2015-04-29 21:07:37,574353,2378519,1,,3177,47,{127:'Детские коляски'}
28603981,2015-05-17 08:14:04,1343152,3864490,0,,3177,12,
86986593,2015-05-05 21:43:30,1422625,1745238,0,,1742,34,{5:'Запчасти'}
15985722,2015-05-20 13:46:35,2227022,1508246,0,,306,1,
110438557,2015-05-06 20:18:48,548791,3350390,0,,783,12,
113141293,2015-04-28 14:06:33,1415335,1079011,0,,4306,44,{223:'Объективы'}
102837747,2015-05-10 11:54:46,911444,289726,0,,3335,38,{45:'Шкафы и комоды'}
62532996,2015-04-26 12:51:14,1604773,279405,0,,1116,41,{143:'Samsung'}
35082073,2015-05-08 08:11:40,1607873,792869,1,деревообрабатывающий станок,1384,1,
52423249,2015-05-13 20:54:06,167442,3625487,0,велосипеды,3540,0,
108635903,2015-05-09 00:49:08,1614902,3616559,0,,2277,34,"{5:'Шины, диски и колёса'}"
62844586,2015-05-15 06:49:51,1337780,73649,1,,3939,50,
4485433,2015-05-12 23:11:30,929575,928446,0,рено дастер,1270,34,
54674897,2015-04-29 17:00:14,170913,454461,1,,3290,2,
75152451,2015-05-12 20:15:08,821482,2980268,0,,2885,26,"{132:'Акустика, колонки, сабвуферы'}"
41661531,2015-05-03 00:08:55,454296,4297621,1,,1359,41,
81852660,2015-05-08 23:30:20,1152412,656504,0,yota,3216,0,
29456960,2015-04-28 09:46:12,1184850,2211457,0,,4341,34,
80901970,2015-05-13 20:34:30,1739102,581277,1,,3350,34,{5:'GPS-навигаторы'}
113298913,2015-05-02 10:47:42,1723534,1356784,0,,3939,34,
10319374,2015-05-15 15:43:23,1780658,2424266,0,ralph lauren,3960,0,
92323794,2015-05-14 19:04:36,300953,2362258,0,,1344,47,{127:'Детская мебель'}
14217754,2015-05-13 01:24:52,138743,490853,1,кроссовки,3953,60,"{125:'29', 179:'Обувь', 178:'Для девочек'}"
106067321,2015-05-04 17:30:39,1809385,1303754,1,,1320,38,"{45:'Кровати, диваны и кресла'}"
74715416,2015-04-28 09:35:30,869380,121144,0,,3205,22,
29008637,2015-05-05 16:54:41,354112,2601943,1,,1365,47,{127:'Детские коляски'}
110801659,2015-05-08 11:19:52,1455878,486249,1,,1294,60,
56581097,2015-04-26 20:27:55,1682009,1617331,0,,1005,50,
48130388,2015-05-01 13:44:41,1350939,2247137,0,лестница,4145,0,
54042916,2015-05-04 16:32:39,39698,4119037,0,,2885,34,"{797:'16', 796:'Литые', 709:'Диски', 799:'5', 798:'6.5', 5:'Шины, диски и колёса', 800:'100'}"
28018482,2015-05-03 14:25:31,2053126,2843467,0,,1553,12,
42906354,2015-05-01 15:14:45,2047446,1247509,1,,307,27,"{487:'Швейные машины', 48:'Для дома'}"
67670269,2015-05-19 10:23:48,1530683,3035276,0,,3976,28,
74293105,2015-05-06 17:49:41,330825,848832,1,,1295,27,"{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
73016673,2015-04-30 00:38:36,7058,4286249,0,,163,11,{104:'Ювелирные изделия'}
32605377,2015-04-30 06:44:38,727979,1908953,0,,2300,22,
82016101,2015-04-28 21:54:27,420520,3093570,0,,3960,7,
75043229,2015-05-02 22:47:06,41760,1387910,1,,2230,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'42–44 (S)'}"
102781513,2015-05-18 09:42:52,1719452,2550036,0,,3953,26,"{132:'Акустика, колонки, сабвуферы'}"
45866531,2015-05-09 09:01:13,1110859,1251472,0,,4423,47,{127:'Велосипеды и самокаты'}
37429959,2015-05-06 16:32:20,1574791,2121905,0,на уаз,1653,34,
4437048,2015-04-29 15:47:45,2155190,1214416,1,,1718,27,
94940438,2015-05-02 17:32:16,314804,1497216,1,,3960,37,{14:'Монеты'}
35785373,2015-05-03 22:39:44,1521028,2380380,1,,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
87215727,2015-05-01 06:00:01,784490,4252450,0,,3540,12,
78773950,2015-05-07 21:40:54,1668659,206696,0,,1261,46,
100827762,2015-05-07 14:25:10,177442,2778977,1,,44,17,
48705557,2015-05-04 21:09:51,1290629,2444074,0,,230,47,
95641017,2015-05-14 12:27:02,445806,954013,0,,3960,27,
32260921,2015-05-06 23:45:40,364757,4080762,0,,346,38,{45:'Другое'}
105008312,2015-05-04 21:15:15,1328242,4113637,0,,3771,11,{104:'Часы'}
16439691,2015-05-08 23:01:48,242424,627439,0,,4145,47,{127:'Игрушки'}
70232070,2015-05-11 18:31:04,1772639,990242,1,,3953,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'> 50 (XXL)'}"
70160443,2015-05-19 16:15:33,1217245,2458524,0,,4215,12,
102285301,2015-05-13 18:17:13,559760,941959,1,,3960,4,{156:'Горные'}
105863475,2015-05-18 10:45:03,190589,2687277,0,,3960,60,"{110:'Комбинезоны и боди', 178:'Для мальчиков'}"
40417445,2015-05-18 09:17:26,377040,3306311,0,,3807,34,{5:'Аудио- и видеотехника'}
73213502,2015-05-12 05:01:45,553418,868426,0,,3915,47,{127:'Детские коляски'}
69371632,2015-05-15 08:05:06,772112,3302804,0,,1293,53,
28932399,2015-04-26 18:12:06,1818943,2185425,0,,3960,22,"{176:'Обувь', 175:'Мужская одежда'}"
30835830,2015-05-12 11:44:15,788619,874355,1,лебедка,2885,0,
52419489,2015-05-14 14:29:36,477837,1054001,1,,3953,34,{5:'Багажники и фаркопы'}
88332536,2015-04-29 10:42:52,659277,2648403,0,туфли,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
88851101,2015-04-27 16:23:23,1750951,1966446,0,,1294,22,
54855708,2015-05-18 22:17:08,1964432,1003136,0,,1957,34,"{598:'Для автомобилей', 5:'Запчасти'}"
101179840,2015-04-27 22:12:53,1462789,1656383,0,,2610,2,
15023607,2015-05-01 18:38:23,1738253,848426,0,,3960,22,"{83:'Брюки', 175:'Женская одежда', 85:'42–44 (S)'}"
82829874,2015-05-03 14:24:57,414041,299636,0,,4268,38,"{45:'Кровати, диваны и кресла'}"
96722988,2015-05-12 14:27:16,819074,2044692,0,шапка,3960,22,{175:'Мужская одежда'}
77254256,2015-05-13 13:01:26,658936,79364,0,,3960,7,
39977219,2015-05-01 22:47:42,2249548,2118645,0,,3960,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'48–50 (XL)'}"
51508400,2015-05-08 00:46:56,1812937,4296923,1,,3197,37,
53006871,2015-05-02 10:18:58,75291,1449883,1,диван,3939,38,"{45:'Кровати, диваны и кресла'}"
103453676,2015-05-13 10:03:29,52353,3811984,0,,2430,44,
4525775,2015-05-13 18:38:37,1319242,723013,0,,2591,28,
70048187,2015-05-02 19:59:16,399117,1938359,0,,4374,22,{175:'Женская одежда'}
46814329,2015-05-14 17:15:57,2217585,3647793,0,,3771,34,"{709:'Шины', 731:'195', 733:'15', 732:'50', 5:'Шины, диски и колёса', 734:'Летние'}"
88375110,2015-04-26 12:38:43,967084,2027096,0,,3960,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'40–42 (XS)'}"
32592841,2015-05-10 09:06:54,196678,1930521,1,,3960,4,{156:'Горные'}
102659052,2015-04-25 22:27:17,1427581,1467711,0,,3960,12,
14921754,2015-05-07 11:04:46,1951553,1065672,0,вечернее платье,3976,0,
35776483,2015-05-17 12:35:17,120213,1810744,1,,547,41,
103153153,2015-05-02 19:58:32,1998428,1001068,1,,346,22,
108000299,2015-04-30 17:35:54,929405,2567315,0,,1653,38,
4692338,2015-05-07 16:28:34,1770540,3395391,0,палатки,346,0,
69957044,2015-04-27 18:22:57,1741316,1963803,0,,2291,22,{175:'Женская одежда'}
14739048,2015-04-26 17:03:42,869884,1792539,0,,3537,27,"{487:'Стиральные машины', 48:'Для дома'}"
90368450,2015-04-30 09:06:41,506527,1985903,1,,1261,34,"{5:'Шины, диски и колёса'}"
