AdID,LocationID,CategoryID,Params,Price,Title,IsContext
29262509,163,41,{143:'Samsung'},3000.0,Самсунг s1,0
29750240,3960,22,"{83:'Свадебные платья', 476:'42–44 (S)', 175:'Женская одежда'}",21500.0,Свадебное платье в хорошие руки,0
28666421,1261,250005,"{716:'Транспорт, перевозки', 717:'Грузоперевозки'}",0.0,Вывоз строймусора Утилизация старой мебели Погрузк,0
24836454,547,2,,5850.0,"Ноутбук Dell 15.6, 2 ядра, 2 гига в отл. сост",0
2667350,3939,53,{181:'Другое'},10500.0,Витрина из алюминиевого профиля,0
21124311,1344,13,{137:'Игры для приставок'},2500.0,Bloodborn,0
25977257,230,60,"{178:'Для девочек', 179:'Обувь', 125:'20'}",500.0,Ботиночки весна/осень,0
13482424,2610,35,,225.0,Клематисы,0
36164685,3960,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",3000.0,Бампер задний Шевроле Кобальт,0
32931999,346,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",20000.0,Ноускат на Toyota Carina AT212 5A-FE 1999г АКПП,0
21600873,1294,47,{127:'Товары для кормления'},575.0,"Тарелка Chicco ""Утенок""",0
14150441,3953,53,,0.0,Ибп APC power-saving back-UPS PRO 1500,0
24562920,343,29,{483:'Сетевое оборудование'},400.0,Wi-Fi антенна asus WL-ANT168,0
8375986,721,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",3000.0,Impreza 95г дверь передняя левая,0
9881593,4145,29,"{483:'Комплектующие', 631:'Процессоры'}",1900.0,Процессор для ноутбука Core 2 Duo T7800 socket P,0
15591392,3960,14,{42:'Коммунальная техника'},460000.0,Машина коммунальная мтз 82 погрузчик,0
15067664,44,30,"{785:'Нет', 204:'Продам', 532:'Гараж', 783:'Металлический'}",20000.0,"Гараж, 15 м²",0
31354163,3960,34,{5:'Аксессуары'},1500.0,Продаются дефлекторы на Ford Focus,0
10951801,3193,5,{165:'Другое'},900.0,"Надувная кровать-матрас, высокая intex 137x191x46",0
10657118,3953,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",1500.0,Усилитель переднего бампера низ Mazda CX-5,0
32047566,3960,34,"{817:'Топливная и выхлопная системы', 5:'Запчасти', 598:'Для автомобилей'}",29100.0,Тнвд 33100-3A000 (331003A000),0
9621346,4545,57,{130:'Средства для волос'},80.0,Кератин для добавления в краску вместо окислителя,0
6593548,2840,6,"{512:'3', 518:'Монолитный', 200:'Сдам', 596:'На длительный срок', 565:'Не первый и не последний', 574:'17-25'}",10000.0,"Комната 21 м² в 3-к, 15/18 эт.",0
7173495,44,34,"{817:'Трансмиссия и привод', 5:'Запчасти', 598:'Для автомобилей'}",0.0,Запчасти Дастер б/у ступица передняя,0
10224597,992,5,{165:'Фитнес и тренажёры'},1500.0,Тренажёр массажёр,0
27107431,3960,41,{143:'Samsung'},24500.0,Galaxy A7,0
14920694,3109,34,"{817:'Трансмиссия и привод', 5:'Запчасти', 598:'Для автомобилей'}",4000.0,Коробка 5,0
47938,3953,60,"{178:'Для девочек', 115:'86-92 см (1-2 года)', 179:'Платья и юбки'}",300.0,Платье,0
28151023,1592,35,,150.0,Удобрение для цветов и огорода (перепелиный помет),0
19751297,1788,34,"{5:'Запчасти', 598:'Для спецтехники'}",1000.0,Детали на ЗИЛ 5301 и газ 3307,0
33237835,1298,31,{212:'Шотландская'},3500.0,Животные,0
16740117,1344,50,{44:'Двери'},11000.0,Йошкар металл металл входная дверь,0
10265736,2840,34,"{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}",8750.0,Тнвд (MD369884) Mitsubishi. двиг.4G63 GDI,0
26439763,3960,500001,{820:'Сфера услуг'},700000.0,"Салон красоты, м. Речной вокзал",0
24935862,3960,52,{167:'Учебная литература'},250.0,Энциклопедический словарь юного натуралиста,0
11939917,992,26,{132:'Аксессуары'},700.0,Крепление на руль для экшн камеры GoPro,0
7329521,3953,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",1000.0,Renault duster Logan sandero larg зеркало наружное,0
21244468,2077,60,"{178:'Для мальчиков', 110:'Другое'}",350.0,Джинсы 86 размер,0
11285507,2430,50,{44:'Стройматериалы'},60000.0,Строительная бытовка,0
14464843,3953,250005,{716:'Другое'},500.0,Лазерная резка листового материала,0
5204335,4465,43,"{1283:'С пробегом', 633:'Красный', 1159:0, 210:'ВАЗ (LADA)', 184:'85 000 - 89 999', 1162:0, 1165:0, 1135:0, 632:'1.5', 1138:0, 280:'2110', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2001', 185:'Механика'}",60000.0,"ВАЗ 2110, 2001",0
17392233,2840,50,{44:'Стройматериалы'},44.0,Труба профильная 20х20х2,0
12691135,3537,22,{175:'Аксессуары'},1000.0,Набор для невесты,0
28504181,3960,11,{104:'Бижутерия'},0.0,Комплект украшение на шею и сережки,0
18900147,3960,34,"{817:'Запчасти для ТО', 5:'Запчасти', 598:'Для автомобилей'}",1.0,Свечи на Ауди Q7,0
29460371,1344,43,"{1283:'С пробегом', 229:'3 серия', 633:'Чёрный', 184:'190 000 - 199 999', 695:'Задний', 632:'2.5', 210:'BMW', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2005'}",635000.0,"BMW 3 серия, 2005",0
35017148,3520,42,"{202:'Продам', 556:'Дом', 525:'0'}",3500000.0,Дом 90 м² на участке 4 сот.,0
27919601,343,11,{104:'Ювелирные изделия'},1000.0,"Продаются серьги, серебро",0
24153398,151,13,{137:'Игры для приставок'},1750.0,The last of us. Ps4 одни из нас,0
5318690,3177,54,"{576:'9-12', 550:'1', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}",8000.0,"1-к квартира, 39 м², 6/12 эт.",0
973835,2451,47,{127:'Игрушки'},1000.0,"Игра для развития моторики у детей ""Радуга"" Hape",0
16165704,1434,34,"{5:'Запчасти', 598:'Для спецтехники'}",9000.0,Рама от кары подъемника,0
25335059,2430,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",500.0,Зеркало москвич,0
28375598,3960,34,"{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}",4500.0,Коленвал AAT,0
21086796,2978,43,"{1283:'С пробегом', 633:'Бежевый', 1159:0, 210:'ВАЗ (LADA)', 184:'120 000 - 129 999', 1162:0, 1165:0, 1135:0, 632:'1.6', 1138:0, 695:'Передний', 696:'левый', 185:'Механика', 186:'Бензин', 187:'Универсал', 188:'2007', 280:'2112'}",135000.0,"ВАЗ 2112, 2007",0
17398951,3960,42,"{202:'Продам', 556:'Коттедж', 525:'63'}",4600000.0,Коттедж 180 м² на участке 15 сот.,0
11153140,346,34,"{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}",1500.0,Трубка кондиционера бу для Мерседес W203,0
199955,1261,22,{175:'Аксессуары'},4500.0,Сумочка Givenchy,0
26984505,3196,37,{14:'Другое'},0.0,Командирские часы Ельцин и проигрыватель Молодежь,0
23971972,2430,25,{140:'Планшеты'},8900.0,"Планшет ""Huawei""MediaPad б/у",0
9277479,4099,54,"{549:'3', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'17-25'}",7300000.0,"3-к квартира, 78 м², 7/17 эт.",0
24504928,3697,37,{14:'Банкноты'},600.0,500р.1992г. вх 6907057,0
25365024,1344,34,"{817:'Трансмиссия и привод', 5:'Запчасти', 598:'Для автомобилей'}",2000.0,"Редуктор W202, W124, W210",0
30367395,3229,250005,"{716:'Транспорт, перевозки', 717:'Грузоперевозки'}",0.0,Грузоперевозки 20 тонн 92 куб все виды загрузок,0
8514180,378,34,"{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}",20000.0,Двигатель 2AZ от Ипсума,0
29678199,3998,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",9900.0,Brilliance M2 Двери,0
13878011,3917,5,{165:'Фитнес и тренажёры'},7790.0,Скамья многофункциональная регулируемая marbo,0
9604999,1975,38,{45:'Компьютерные столы и кресла'},1500.0,Компьютерный стол,0
16738616,2621,54,"{549:'3', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не последний', 575:'9-12'}",2500000.0,"3-к квартира, 68 м², 1/10 эт.",0
3228535,2727,43,"{1283:'С пробегом', 633:'Чёрный', 184:'110 000 - 119 999', 695:'Полный', 632:'2.4', 210:'Honda', 244:'CR-V', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Кроссовер', 188:'2008'}",830000.0,"Honda CR-V, 2008",0
16954875,3748,50,{44:'Стройматериалы'},205.0,Панель пвх листовая 0.955х0.488м,0
15754855,3939,22,"{88:'36', 83:'Обувь', 175:'Женская одежда'}",1600.0,"Кеды Converse оригинал 36 раз, U. S. 4",0
27211434,3953,41,{143:'Sony'},3500.0,Xperia L c 2105,0
35922597,942,43,"{1283:'С пробегом', 633:'Серебряный ', 1159:0, 210:'Skoda', 184:'180 000 - 189 999', 1162:0, 1165:0, 1135:0, 272:'Fabia', 632:'1.2', 1138:0, 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'2004', 185:'Механика'}",170000.0,"Skoda Fabia, 2004",0
14682921,3960,32,"{536:'Сдам', 554:'Помещение свободного назначения'}",7052.0,"Помещение нежилое, 15.6 м²",0
30053044,1902,22,"{83:'Другое', 175:'Женская одежда'}",500.0,Фартук на последний звонок,0
6705299,3807,50,{44:'Сантехника и сауна'},10000.0,Печи банные,0
18473825,3953,34,"{817:'Автосвет', 5:'Запчасти', 598:'Для автомобилей'}",3000.0,Противотуманные фары от Audi A4 b8,0
6521533,1957,43,"{1283:'С пробегом', 633:'Серебряный ', 1159:0, 210:'ВАЗ (LADA)', 184:'45 000 - 49 999', 1162:0, 1165:0, 1135:0, 632:'1.6', 1138:0, 280:'Kalina', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Универсал', 188:'2011', 185:'Механика'}",229000.0,"LADA Kalina, 2011",0
3392530,3193,54,"{576:'9-12', 550:'1', 201:'Сдам', 503:'Монолитный', 567:'Не первый и не последний', 504:'На длительный срок'}",10000.0,"1-к квартира, 40 м², 10/12 эт.",0
6926636,3540,48,{30:'Мопеды и скутеры'},5000.0,Скутер Honda Pal,0
21341367,4336,22,"{88:'< 35', 83:'Обувь', 175:'Женская одежда'}",500.0,Туфли,0
9125382,3022,22,{175:'Аксессуары'},500.0,Коляски для денег,0
5877410,3679,50,{44:'Садовая техника'},350.0,Бочка пластиковая,0
7938524,3743,42,"{202:'Продам', 556:'Дом', 525:'10'}",0.0,Дом 150 м² на участке 8 сот.,0
28519932,2840,34,"{709:'Шины', 731:'195', 732:'45', 733:'17', 734:'Летние', 5:'Шины, диски и колёса'}",6045.0,Летние шины 195/45 R17 Yokohama AS01 S. drive W,0
1853236,3960,13,{137:'Игры для приставок'},0.0,Sega продам новые игры (картриджи),0
36863539,3559,33,"{531:'Поселений (ИЖС)', 203:'Продам'}",2500000.0,Участок 12 сот. (ИЖС),0
32585985,3193,54,"{549:'1', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый и не последний', 575:'13-16'}",1530000.0,"1-к квартира, 36 м², 5/14 эт.",0
13352008,2277,34,"{709:'Шины', 731:'205', 732:'55', 733:'16', 734:'Всесезонные', 5:'Шины, диски и колёса'}",1000.0,Шина Pirelli,0
7415564,742,54,"{576:'5-8', 550:'1', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}",14000.0,"1-к квартира, 31 м², 3/5 эт.",0
6300209,2077,33,"{531:'Сельхозназначения (СНТ, ДНП)', 203:'Продам'}",320000.0,"Участок 5 сот. (СНТ, ДНП)",0
7249350,1926,250006,"{712:'Полный день', 827:'Более 3 лет', 711:'Медицина, фармацевтика'}",0.0,Заведующий аптекой ст. Новопокровская,0
17314573,547,11,{104:'Ювелирные изделия'},1900.0,Браслеты,0
34620485,2840,41,{143:'Sony'},8000.0,Сони,0
34965419,1261,60,"{178:'Для девочек', 179:'Обувь', 125:'32'}",1500.0,Зимние сапоги эссо 32р.20.5см,0
15208528,3953,5,{165:'Другое'},10950.0,Радиоуправляемая машина для дрифта Maverick Strada,0
9843937,163,250006,"{712:'Неполный день', 827:'Не имеет значения', 711:'Без опыта, студенты'}",0.0,Агенты,0
30902057,3960,22,"{83:'Другое', 175:'Женская одежда'}",7000.0,Кожаная куртка(Италия),0
35620335,4145,54,"{549:'2', 201:'Продам', 498:'Кирпичный', 499:'Новостройка', 566:'Не первый и не последний', 575:'13-16'}",2900000.0,"2-к квартира, 64 м², 4/16 эт.",0
19401356,3350,250005,"{716:'Транспорт, перевозки', 717:'Аренда спецтехники'}",1000.0,Камаз 53229,0
300100,4545,30,"{785:'Да', 204:'Продам', 532:'Гараж', 783:'Железобетонный'}",2000000.0,"Гараж, > 30 м²",0
29305047,3960,41,{143:'Samsung'},14000.0,Samsung galaxy s4,0
31644235,1456,26,{132:'Телевизоры и проекторы'},2000.0,Телевизор,0
28587680,2791,250004,"{714:'IT, интернет, телеком', 715:'Полный день', 822:'Среднее специальное', 823:'6', 824:'Мужской', 825:'32'}",35000.0,"Продавец Консультант, Системный Администратор",0
24390367,4145,60,"{178:'Для мальчиков', 124:'26', 110:'Обувь'}",300.0,Продам кеды,0
6052015,3960,46,,23630.0,Доильный аппарат доюшка-23,0
20888697,3953,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",2250.0,Крыло переднее правое без отв. hyundai solaris 10,0
22166577,926,11,{104:'Ювелирные изделия'},3500.0,Цепочка,0
33960442,1299,27,"{48:'Для кухни', 486:'Посудомоечные машины'}",9000.0,"Встраиваемая посудомоечная, не пользовались вообще",0
36154093,2077,29,"{483:'Комплектующие', 631:'Жёсткие диски'}",0.0,Комплектующие для компьютеров и ноутбуков,0
1985311,1331,2,,10000.0,HP 4510s NX621EA,0
28852816,4218,52,{167:'Учебная литература'},100.0,Учебник Русского языка Панов М. В 7-8 кл,0
22234745,4499,22,"{83:'Верхняя одежда', 86:'42–44 (S)', 175:'Женская одежда'}",300.0,Женская куртка с капюшоном,0
25955978,3960,34,{5:'Аудио- и видеотехника'},200.0,Пульт дистанционного управления JVC,0
35891322,3960,27,"{48:'Для кухни', 486:'Холодильники и морозильные камеры'}",5000.0,Компактный холодильник саратов с доставкой,0
8965985,3939,42,"{202:'Продам', 556:'Дача', 525:'1'}",130000.0,Дача 30 м² на участке 6 сот.,0
8203780,1653,50,{44:'Стройматериалы'},1910.0,Винтовые сваи из листовой стали т89 для сооружений,0
13684088,1653,34,"{817:'Автосвет', 5:'Запчасти', 598:'Для автомобилей'}",9000.0,Фонарь задний левый внешний Инфинити FX S51,0
20227329,3960,60,"{178:'Для девочек', 179:'Трикотаж', 478:'122-128 см (6-8 лет)'}",350.0,Рубашка девичья,0
19543180,1261,26,"{132:'Акустика, колонки, сабвуферы'}",5000.0,Буфер и усилитель,0
36623031,860,38,{45:'Текстиль и ковры'},3500.0,Продается ковер,0
36515225,3960,43,"{1283:'С пробегом', 633:'Серебряный ', 184:'85 000 - 89 999', 695:'Передний', 632:'1.6', 210:'Toyota', 277:'Corolla', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2008'}",429000.0,"Toyota Corolla, 2008",0
21426613,1667,43,"{281:'24 Волга', 1283:'С пробегом', 633:'Синий', 1159:0, 210:'ГАЗ', 184:'90 000 - 94 999', 1162:0, 1165:0, 1135:0, 632:'2.7', 1138:0, 695:'Задний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'1981', 185:'Механика'}",0.0,"ГАЗ 24 Волга, 1981",0
36521653,3960,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",1500.0,Петля капота на Паджеро 3/ 4,0
25124916,2430,34,"{5:'Шины, диски и колёса', 709:'Шины'}",0.0,Продам летнюю резину 225/70/16,0
15286415,3960,22,{175:'Аксессуары'},315.0,Бейсболка U. S. naval aviation,0
35465895,2643,42,"{202:'Продам', 556:'Дом', 525:'22'}",3750000.0,Дом 230 м² на участке 16 сот.,0
10087165,1667,54,"{576:'5-8', 550:'2', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'Посуточно'}",2000.0,"2-к квартира, 56 м², 2/5 эт.",0
13323411,3771,250006,"{712:'Полный день', 827:'Более 10 лет', 711:'Маркетинг, реклама, PR'}",20000.0,"Специалист по связям с общественностью, PR",0
20841817,3960,250005,{716:'Другое'},250.0,Заправка картриджей лазерных принтеров Москва и По,0
35740509,3960,57,{130:'Косметика'},399.0,Биодерма атодерм крем,0
14354365,2230,4,{156:'Горные'},31500.0,Велосипед,0
24415892,813,33,"{531:'Сельхозназначения (СНТ, ДНП)', 203:'Продам'}",200000.0,"Участок 6 сот. (СНТ, ДНП)",0
1658464,3960,34,"{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}",2250.0,Кронштейн масляного фильтра Тойота Прадо 120,0
19045916,3679,34,{5:'GPS-навигаторы'},3500.0,Навигатор Garmin nuvi 710,0
15313700,1261,37,{14:'Монеты'},1450.0,1 рубль Год мира - шалаш,0
33079304,3953,41,{143:'Samsung'},10000.0,Самсунг S4,0
6564956,547,47,{127:'Детская мебель'},3200.0,Колыбель с мобилем и мп3,0
7144367,346,34,"{709:'Шины', 731:'195', 732:'55', 733:'15', 734:'Летние', 5:'Шины, диски и колёса'}",2000.0,Шины,0
4712242,3960,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",5000.0,Дверь передняя правая Форд Фьюжн бу Д-34,0
16981832,346,22,"{83:'Свадебные платья', 476:'44–46 (M)', 175:'Женская одежда'}",12000.0,Продам свадебное платье,0
25470296,343,43,"{1283:'С пробегом', 633:'Бежевый', 184:'80 000 - 84 999', 695:'Передний', 632:'1.6', 210:'Renault', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'2007', 267:'Clio'}",339000.0,"Renault Clio, 2007",0
2889193,2850,47,{127:'Игрушки'},100.0,Много игрушек для малыша и малышки+ развивашки,0
27331148,3363,42,"{202:'Продам', 556:'Дом', 525:'5'}",3750000.0,Дом 250 м² на участке 4 сот.,0
20512554,414,52,{167:'Учебная литература'},50.0,Сборник задач по математике,0
10611667,3960,41,{143:'Sony'},4400.0,Купить Sony Ericsson C905,0
18587617,2840,22,"{83:'Свадебные платья', 476:'40–42 (XS)', 175:'Женская одежда'}",25000.0,Продаю Свадебное платье фирма love bridal,0
9451543,992,22,"{83:'Верхняя одежда', 86:'42–44 (S)', 175:'Женская одежда'}",2800.0,Плащ,0
4297,2478,43,"{1283:'С пробегом', 633:'Чёрный', 184:'70 000 - 74 999', 695:'Передний', 632:'1.6', 210:'ВАЗ (LADA)', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2011', 280:'Priora'}",285000.0,"LADA Priora, 2011",0
19311838,1294,44,{223:'Плёночные фотоаппараты'},999.0,Фотоаппарат Зенит-122,0
34233303,3771,54,"{549:'1', 201:'Продам', 498:'Монолитный', 499:'Новостройка', 566:'Не первый и не последний', 575:'13-16'}",1407600.0,"1-к квартира, 41 м², 9/16 эт.",0
24207676,3960,34,{5:'Аксессуары'},1000.0,Зеркало ретро,0
22977894,942,34,"{802:'13', 803:'Литые', 804:'Летние', 5:'Шины, диски и колёса', 709:'Колёса'}",6499.0,"Колёса 13"" с шинами кама евро 127",0
9188512,2840,60,"{178:'Для мальчиков', 110:'Другое'}",1700.0,Новый. Новогодний костюм для мальчика Пират,0
16607185,2685,54,"{576:'5-8', 550:'2', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}",0.0,"2-к квартира, 42 м², 4/5 эт.",0
10397819,3953,22,"{96:'42–44 (XS)', 176:'Верхняя одежда', 175:'Мужская одежда'}",1500.0,Новая куртка-ветровка для мальчика,0
6597522,992,250005,"{716:'Ремонт, строительство'}",0.0,Монтаж систем отопления,0
34161419,3960,38,{45:'Компьютерные столы и кресла'},9000.0,Письменный стол раритет,0
28732928,1318,60,"{178:'Для мальчиков', 110:'Другое'}",500.0,Подарочный набор для малыша. 0-3 месяца,0
35518982,3960,22,"{83:'Верхняя одежда', 86:'46–48 (L)', 175:'Женская одежда'}",4000.0,Женская кожаная куртка,0
13358095,380,50,{44:'Стройматериалы'},4500.0,Обрезная доска,0
19536800,4005,54,"{576:'9-12', 201:'Сдам', 504:'На длительный срок', 550:'1', 567:'Не первый и не последний'}",12500.0,"1-к квартира, 43 м², 2/9 эт.",0
2242857,3953,34,"{817:'Запчасти для ТО', 5:'Запчасти', 598:'Для автомобилей'}",2000.0,Шкода Октавия 2005 год. Трапеция дворников,0
17232478,813,250006,"{712:'Полный день', 827:'Более 1 года', 711:'Медицина, фармацевтика'}",30000.0,Требуется ветеринарный врач,0
9332503,3960,60,"{178:'Для девочек', 179:'Шапки, варежки, шарфы'}",400.0,Шапки с цветком. Новые размер универсальный,0
12538191,1464,34,"{817:'Запчасти для ТО', 5:'Запчасти', 598:'Для автомобилей'}",430.0,Антифриз (красный) 5 кг,0
14602090,564,22,"{83:'Верхняя одежда', 86:'44–46 (M)', 175:'Женская одежда'}",2000.0,Продам куртку для беременных,0
11827797,2430,500001,{820:'Сельское хозяйство'},5600000.0,Продам участок земли сельхозназначение,0
14490288,2724,42,"{202:'Продам', 556:'Дом', 525:'90'}",2800000.0,Дом 133 м² на участке 38 сот.,0
35590277,1261,6,"{200:'Продам', 511:'1', 564:'Не первый', 517:'Кирпичный', 573:'< 5'}",900000.0,"Комната 19 м² в 1-к, 2/2 эт.",0
17360996,992,34,"{817:'Электрооборудование', 5:'Запчасти', 598:'Для автомобилей'}",3410.0,Регулятор генератора Mercedes-Benz (Новый),0
6894044,346,60,"{178:'Для девочек', 179:'Трикотаж', 478:'122-128 см (6-8 лет)'}",250.0,Кофточки для девочки новые,0
20297715,1403,54,"{549:'1', 201:'Продам', 498:'Монолитный', 499:'Новостройка', 566:'Не первый', 575:'< 5'}",1737280.0,"1-к квартира, 41 м², 3/3 эт.",0
13185556,3960,50,{44:'Инструменты'},0.0,Резаки повышенной надежности,0
32996084,3960,43,"{1152:1, 1154:1, 259:'Carisma', 1156:198, 1158:'4 колонки', 1159:0, 1161:'галогенные', 1162:0, 1164:'14', 1165:0, 1167:'2', 1283:'С пробегом', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'1997', 184:'350 000 - 359 999', 210:'Mitsubishi', 185:'Механика', 1132:'гидроусилитель', 1134:'кондиционер', 1135:0, 1137:'велюр', 1138:0, 1140:12, 1142:'передние и задние', 632:'1.8', 633:'Красный', 1150:7}",130000.0,"Mitsubishi Carisma, 1997",0
34334629,3746,43,"{1283:'С пробегом', 633:'Чёрный', 184:'55 000 - 59 999', 695:'Передний', 632:'1.6', 210:'ВАЗ (LADA)', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2011', 280:'2115 Samara'}",200000.0,"ВАЗ 2115 Samara, 2011",0
33007099,44,34,{5:'Аксессуары'},2200.0,3D коврики салона Daewoo Nexia,0
26733838,3960,34,"{817:'Трансмиссия и привод', 5:'Запчасти', 598:'Для автомобилей'}",72000.0,Автоматическая АКПП на Камри 3.5,0
8345294,1261,250006,"{712:'Удалённая работа', 827:'Не имеет значения', 711:'IT, интернет, телеком'}",28000.0,"Помощница online, мамы в декрете",0
33656456,547,250005,{716:'Другое'},1000.0,Тюним тачки,0
25303074,4173,25,{140:'Планшеты'},3000.0,Планшед самсунг,0
23474487,2430,33,"{531:'Сельхозназначения (СНТ, ДНП)', 203:'Продам'}",200000.0,"Участок 7.2 сот. (СНТ, ДНП)",0
1550605,414,34,"{817:'Подвеска', 5:'Запчасти', 598:'Для автомобилей'}",0.0,Продам стойки передние на Chery QQ (Черри Ку Ку),0
35184743,1636,250005,"{1371:'Настройка интернета и сетей', 716:'IT, интернет, телеком'}",400.0,Настройка роутера,0
1037601,2277,6,"{512:'2', 518:'Кирпичный', 200:'Сдам', 596:'На длительный срок', 565:'Не первый и не последний', 574:'< 5'}",6000.0,"Комната 15 м² в 2-к, 2/3 эт.",0
19237728,4486,50,{44:'Стройматериалы'},22884.0,Новые блоки фбс со склада,0
18840854,1000024,42,"{202:'Продам', 556:'Дом', 525:'0'}",1280000.0,Дом 60 м² на участке 6 сот.,0
19754916,4341,46,,3300.0,Улья,0
31518034,3960,22,"{490:'42–44 (S)', 83:'Купальники', 175:'Женская одежда'}",2000.0,Новый секси Купальник,0
8764416,4029,53,{181:'Промышленное'},29500.0,Электродвигатель,0
9747854,3953,4,{156:'Запчасти и аксессуары'},1895.0,Нагрудный датчик с ремешком для пульсометров Onyx,0
5260460,2297,250006,"{712:'Удалённая работа', 827:'Не имеет значения', 711:'Маркетинг, реклама, PR'}",21000.0,Специалист по подбору персонала,0
7405696,175,50,{44:'Стройматериалы'},1500.0,Галька с доставкой в по Северскому р-ну,0
17244508,3960,22,"{88:'39', 83:'Обувь', 175:'Женская одежда'}",2990.0,Туфли из натуральной стриженой ламы Steve Madden,0
34664810,942,35,,500.0,Гортензия метельчатая Киушу,0
28106892,3960,250004,"{714:'Охрана, безопасность', 715:'Полный день', 822:'Среднее специальное', 823:'9', 824:'Мужской', 825:'37'}",50000.0,"Инженер опс, свн и скд, сервисный инженер",0
14410344,677,250005,"{716:'Ремонт, строительство'}",500.0,Требуется бригада специалистов,0
6070450,1957,6,"{512:'8', 518:'Панельный', 200:'Сдам', 596:'На длительный срок', 565:'Не первый и не последний', 574:'9-12'}",7000.0,"Комната 13 м² в 8-к, 7/9 эт.",0
9778494,3618,43,"{1283:'С пробегом', 633:'Красный', 184:'40 000 - 44 999', 695:'Задний', 686:'2345', 632:'1.6', 210:'ВИС', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Фургон', 188:'2007'}",120000.0,"ВИС 2345, 2007",0
18995625,2294,60,"{178:'Для мальчиков', 110:'Верхняя одежда', 119:'74-80 см (7-12 мес)'}",400.0,Осенне-весенний костюм на мальчика,0
23459315,3960,22,"{83:'Трикотаж', 93:'48–50 (XL)', 175:'Женская одежда'}",400.0,Кофта Новая,0
20407765,3960,45,{211:'Сеттер'},0.0,Кабели ирландского сеттера,0
16926754,547,37,{14:'Грампластинки'},20.0,"Пластинка (группа ""Мистер Твистер"" )",0
21665171,1667,250005,{716:'Фото- и видеосъёмка'},7500.0,Видеосъемка в Туле,0
8118295,1653,6,"{512:'2', 518:'Кирпичный', 200:'Сдам', 596:'На длительный срок', 565:'Не первый и не последний', 574:'9-12'}",4000.0,"Комната 15 м² в 2-к, 6/9 эт.",0
35777948,3960,34,"{709:'Шины', 731:'205', 732:'60', 733:'16', 734:'Летние', 5:'Шины, диски и колёса'}",2250.0,Michelin Energy E3A,0
5728662,3953,35,,600.0,Кордилина,0
24595300,3960,43,"{1283:'С пробегом', 262:'Astra GTC', 633:'Чёрный', 184:'120 000 - 129 999', 695:'Передний', 632:'1.8', 210:'Opel', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Купе', 188:'2008'}",410000.0,"Opel Astra GTC, 2008",0
24507516,2164,47,{127:'Детская мебель'},4000.0,Колыбель очень полезный гаджет для молодых мам,0
35629027,547,50,{44:'Стройматериалы'},110.0,Электроды есаб уони- 13/55,0
17888659,1653,34,"{817:'Подвеска', 5:'Запчасти', 598:'Для автомобилей'}",0.0,Запчасти Для Ford Форд Со Склада,0
