session_id,user_id,group,date,time_on_page,offers_viewed_per_session,offers_clicked_per_session
174878,148759,control,2026-05-05,618,13,2
162535,764000,test,2026-05-05,1163,17,1
273982,978146,control,2026-05-05,191,16,2
931131,804791,test,2026-05-05,397,11,5
422554,717413,control,2026-05-05,217,20,4
723948,229204,test,2026-05-05,382,24,4
885339,909652,control,2026-05-05,954,19,4
964278,572388,test,2026-05-05,158,20,7
696856,579605,control,2026-05-05,665,7,0
402630,790441,test,2026-05-05,1464,16,2
560485,717942,control,2026-05-05,285,14,1
230394,628689,test,2026-05-05,699,20,3
591465,241176,control,2026-05-05,4120,13,2
822131,623059,test,2026-05-05,844,17,5
418862,104548,test,2026-05-05,469,14,3
833723,656127,test,2026-05-05,1935,17,6
522060,871976,test,2026-05-05,3867,24,5
385470,150931,test,2026-05-05,875,17,2
624783,680099,control,2026-05-05,263,7,1
666211,553834,control,2026-05-05,476,11,4
617781,979562,test,2026-05-05,126,24,4
559023,713543,control,2026-05-05,1151,7,0
184349,606390,control,2026-05-05,1702,12,2
727086,633025,test,2026-05-06,611,22,1
141797,919023,control,2026-05-06,1294,13,1
553014,285810,control,2026-05-06,304,7,0
870214,825423,control,2026-05-06,1026,10,4
437978,706658,test,2026-05-06,488,15,4
733039,282085,control,2026-05-06,1080,12,2
362529,865979,test,2026-05-06,1150,13,2
127121,954845,test,2026-05-06,540,22,2
195763,234618,test,2026-05-06,675,17,5
340044,208584,control,2026-05-06,2684,9,2
807053,506224,control,2026-05-06,404,13,3
976566,789461,control,2026-05-06,1414,12,0
703139,729718,control,2026-05-06,5004,9,0
715643,735605,test,2026-05-06,835,29,3
121753,437477,test,2026-05-06,571,19,5
901909,628597,test,2026-05-06,224,19,4
804938,503348,test,2026-05-06,332,25,1
961322,539001,control,2026-05-06,1487,19,1
382602,738576,control,2026-05-06,242,18,2
704238,826155,test,2026-05-06,496,15,2
142185,899407,test,2026-05-06,457,16,2
900177,360297,test,2026-05-06,772,16,3
893005,386886,test,2026-05-06,611,17,3
283700,517196,control,2026-05-06,1138,8,1
593355,459513,control,2026-05-06,156,17,1
644173,408463,control,2026-05-06,1664,23,4
783157,574843,test,2026-05-06,1214,18,3
563711,943890,test,2026-05-06,2170,9,2
391668,239850,test,2026-05-06,931,21,5
290305,244892,control,2026-05-06,442,13,2
713762,532794,control,2026-05-06,749,9,2
557058,731792,test,2026-05-06,531,21,2
765620,834018,control,2026-05-06,597,16,3
953797,884782,test,2026-05-06,793,25,4
615611,637179,control,2026-05-06,46,12,2
195674,413433,control,2026-05-06,2612,12,1
592841,984027,control,2026-05-06,1195,11,2
464863,835570,control,2026-05-06,418,9,1
528184,674416,test,2026-05-06,201,27,7
449499,429159,test,2026-05-06,673,26,4
436653,846454,test,2026-05-06,465,24,4
802685,872610,test,2026-05-06,438,20,3
209680,680472,control,2026-05-06,2000,5,1
999398,763311,control,2026-05-06,787,17,2
268637,327900,test,2026-05-06,263,16,4
445824,310647,control,2026-05-06,85,16,2
531641,319899,test,2026-05-06,393,9,1
827369,754487,test,2026-05-06,224,19,4
619536,849086,test,2026-05-06,197,17,3
402218,404694,test,2026-05-06,192,22,5
794769,819964,test,2026-05-06,204,18,5
519904,462066,test,2026-05-06,219,24,2
953085,805034,test,2026-05-06,698,18,4
897441,239116,control,2026-05-06,1443,14,4
676818,844904,test,2026-05-06,232,19,3
138479,781664,test,2026-05-06,424,16,3
576919,286450,test,2026-05-06,1478,15,1
192337,628370,control,2026-05-06,462,15,1
429795,668843,test,2026-05-06,402,21,8
364659,828038,control,2026-05-06,474,11,1
438977,767814,control,2026-05-06,305,12,2
221552,438041,control,2026-05-06,385,11,1
910075,844858,control,2026-05-06,180,7,2
523808,221011,test,2026-05-06,1058,16,3
639593,897730,test,2026-05-06,5743,23,3
964998,469348,test,2026-05-06,127,18,2
101206,689593,control,2026-05-06,680,13,2
789606,603704,test,2026-05-06,949,12,1
668950,711116,test,2026-05-06,334,22,3
584417,698357,control,2026-05-06,335,10,1
533321,799565,test,2026-05-06,353,20,5
156837,844618,control,2026-05-06,520,8,0
296694,537757,control,2026-05-06,530,10,0
643623,806995,test,2026-05-06,4499,17,2
479353,884197,test,2026-05-06,91,25,8
752878,982260,test,2026-05-06,107,21,2
893188,659837,control,2026-05-06,2801,11,0
622707,399817,control,2026-05-06,82,16,1
755788,988459,control,2026-05-06,259,16,3
563513,542904,control,2026-05-06,240,19,3
896907,947568,control,2026-05-06,418,7,1
154118,113390,test,2026-05-06,121,8,1
313446,648122,test,2026-05-06,167,22,5
380028,211642,control,2026-05-06,637,22,2
675898,126499,test,2026-05-06,327,8,2
237377,499371,test,2026-05-06,311,18,4
402020,252386,control,2026-05-06,1524,18,2
559398,155642,test,2026-05-06,294,25,4
832168,802812,control,2026-05-06,32,5,1
608257,159354,control,2026-05-06,880,15,4
227324,309612,test,2026-05-06,1054,22,2
130271,379947,control,2026-05-06,2338,14,3
760626,886626,test,2026-05-06,138,24,5
738448,923690,test,2026-05-06,1455,15,1
938141,268752,test,2026-05-06,1070,24,2
350921,400538,test,2026-05-06,361,31,4
844261,816586,test,2026-05-06,1099,22,6
266071,362732,test,2026-05-06,140,21,1
425845,253541,test,2026-05-06,135,15,2
677596,980155,test,2026-05-06,92,27,3
114338,165046,control,2026-05-06,326,17,3
679077,824141,control,2026-05-06,1142,19,5
527809,922458,test,2026-05-06,277,25,6
197736,409477,test,2026-05-06,214,18,3
335615,313910,test,2026-05-06,5242,21,6
982277,890200,test,2026-05-06,361,15,4
218972,667460,control,2026-05-06,59,8,2
583863,133875,control,2026-05-06,1067,17,6
223172,476105,test,2026-05-06,284,16,4
779172,953568,test,2026-05-06,1932,20,4
972565,574579,test,2026-05-06,1032,16,4
261450,207458,control,2026-05-06,204,16,2
622584,746036,test,2026-05-06,1456,13,1
851413,808340,control,2026-05-06,115,13,4
406039,875414,control,2026-05-06,803,13,3
633590,689179,test,2026-05-06,751,8,2
839677,335203,control,2026-05-06,692,13,1
386706,878476,control,2026-05-06,273,11,2
535673,778553,control,2026-05-06,537,6,2
975271,688534,test,2026-05-06,2303,15,2
605937,507777,test,2026-05-06,75,24,3
595158,349136,control,2026-05-06,635,8,0
355570,635740,control,2026-05-06,2315,16,1
578975,922405,control,2026-05-06,321,10,2
678043,935540,control,2026-05-06,146,16,4
251668,937625,control,2026-05-06,256,11,3
502219,829943,control,2026-05-06,401,7,1
299869,401610,test,2026-05-06,1126,18,4
728492,826596,control,2026-05-06,2701,14,2
632929,796772,control,2026-05-06,178,5,0
882544,149261,control,2026-05-06,229,17,2
243139,500118,control,2026-05-06,856,19,3
173201,506380,test,2026-05-06,384,17,4
389666,536801,control,2026-05-06,403,12,3
910208,926394,control,2026-05-06,483,22,2
928381,818430,test,2026-05-06,154,19,5
995916,427841,test,2026-05-06,848,13,5
535098,678944,test,2026-05-06,389,18,4
456385,156415,test,2026-05-06,135,27,6
925981,113595,test,2026-05-06,404,17,0
632401,879794,test,2026-05-06,478,18,2
380150,363550,control,2026-05-06,526,14,3
960408,312952,control,2026-05-06,596,18,3
102689,750706,control,2026-05-06,103,6,3
396578,918859,control,2026-05-06,3718,16,1
861319,564586,test,2026-05-06,1053,16,1
413058,970300,test,2026-05-06,467,20,7
978157,336504,control,2026-05-06,773,9,1
715448,764575,test,2026-05-06,392,20,3
708093,838857,control,2026-05-06,1063,3,0
791998,844012,control,2026-05-06,112,6,1
613425,779091,control,2026-05-06,1148,9,0
255813,485604,control,2026-05-06,123,11,2
568238,891787,test,2026-05-06,2037,21,2
664742,716966,test,2026-05-06,326,23,8
607868,673167,control,2026-05-06,227,9,2
461888,874320,test,2026-05-06,136,15,5
448588,732697,control,2026-05-06,90,16,3
678727,306012,test,2026-05-06,165,25,7
899929,913848,control,2026-05-06,1016,14,4
669827,860127,control,2026-05-06,2747,15,2
495533,302897,control,2026-05-06,960,11,0
577463,408467,test,2026-05-06,68,19,3
437408,570616,test,2026-05-06,272,21,4
297816,286044,control,2026-05-06,407,8,0
831380,815819,test,2026-05-06,421,19,4
350405,178086,control,2026-05-06,92,18,3
699573,296059,control,2026-05-06,117,10,5
501574,282237,control,2026-05-06,818,12,1
344907,870786,control,2026-05-06,240,15,0
997594,638807,test,2026-05-06,442,16,5
913217,225151,control,2026-05-06,222,12,1
530728,495521,control,2026-05-06,560,4,3
145767,142608,test,2026-05-06,984,23,6
433632,549323,control,2026-05-06,125,20,4
880879,392670,test,2026-05-06,597,16,1
595951,683635,test,2026-05-06,169,16,3
839485,377075,test,2026-05-06,776,10,2
950823,236384,control,2026-05-06,321,5,0
499749,268746,test,2026-05-06,3471,19,3
504832,712353,control,2026-05-06,197,9,0
795928,987110,control,2026-05-06,161,9,2
930884,367403,test,2026-05-06,95,20,4
960616,105919,test,2026-05-06,376,22,3
783691,446620,control,2026-05-06,466,12,1
259493,588983,test,2026-05-06,1533,16,1
619389,844163,control,2026-05-06,469,13,1
138817,262325,test,2026-05-06,399,29,4
232378,141880,test,2026-05-06,170,15,3
626690,261169,control,2026-05-06,646,11,1
718849,438302,test,2026-05-06,231,15,4
448121,725874,test,2026-05-06,876,25,4
205239,153325,test,2026-05-06,213,21,2
986088,911242,test,2026-05-06,3160,21,2
561694,755744,control,2026-05-06,432,13,2
204555,745512,control,2026-05-06,592,14,1
651499,984096,test,2026-05-06,295,16,3
579123,794042,control,2026-05-06,346,11,2
116093,415783,control,2026-05-06,498,16,5
857537,614379,test,2026-05-06,243,15,1
251157,928278,test,2026-05-06,1193,13,5
529893,700495,control,2026-05-06,854,5,0
786587,676884,control,2026-05-06,515,17,3
261859,475479,control,2026-05-06,110,12,3
178463,176421,control,2026-05-06,1430,10,0
592296,922116,test,2026-05-06,457,18,6
919488,842057,control,2026-05-06,605,1,0
377896,433299,control,2026-05-06,401,21,2
455007,650916,control,2026-05-06,724,13,3
753534,330646,test,2026-05-06,263,20,4
826353,292800,test,2026-05-06,1823,19,2
516791,645895,test,2026-05-06,1502,11,1
781403,171488,control,2026-05-07,62,16,4
184216,924451,test,2026-05-07,69,21,3
993140,629678,test,2026-05-07,572,20,2
444525,267112,test,2026-05-07,513,14,7
993744,536135,test,2026-05-07,267,20,3
807115,669460,control,2026-05-07,114,12,3
659543,663123,control,2026-05-07,567,11,1
498468,523013,control,2026-05-07,148,14,3
432043,196411,test,2026-05-07,10800,26,4
757246,466375,control,2026-05-07,102,13,2
853629,331942,test,2026-05-07,671,15,6
896290,323717,test,2026-05-07,1065,15,2
611650,795556,test,2026-05-07,561,18,1
667296,448005,test,2026-05-07,156,23,4
137642,447148,test,2026-05-07,90,10,0
747453,478323,control,2026-05-07,1313,13,5
171744,407835,control,2026-05-07,2489,19,3
346174,329056,control,2026-05-07,529,13,3
761820,889216,test,2026-05-07,2390,21,3
817644,748314,test,2026-05-07,521,20,4
401338,656268,test,2026-05-07,1977,19,2
338536,597923,control,2026-05-07,395,17,4
883041,688602,control,2026-05-07,1569,18,3
194769,963699,control,2026-05-07,585,10,4
555052,888669,test,2026-05-07,1651,15,5
203225,780840,control,2026-05-07,223,18,2
897305,109231,test,2026-05-07,737,18,3
764532,220294,control,2026-05-07,291,11,3
838083,801432,control,2026-05-07,165,17,4
205389,462814,control,2026-05-07,160,11,2
565230,567315,control,2026-05-07,1613,13,2
274446,352023,test,2026-05-07,107,17,3
827712,773462,control,2026-05-07,203,18,2
414012,743512,control,2026-05-07,781,3,1
130353,751303,test,2026-05-07,105,22,2
148225,355671,test,2026-05-07,741,11,2
440131,141814,test,2026-05-07,472,22,3
934816,815706,test,2026-05-07,599,24,4
158845,436526,test,2026-05-07,941,18,6
407618,499898,control,2026-05-07,65,14,4
475876,934883,test,2026-05-07,183,18,4
493049,218881,test,2026-05-07,635,20,4
551607,504620,control,2026-05-07,392,6,0
252640,369054,control,2026-05-07,134,8,0
356059,666479,control,2026-05-07,136,18,3
656968,859143,test,2026-05-07,1335,24,8
532067,396567,control,2026-05-07,552,16,5
693418,125905,control,2026-05-07,90,9,1
814919,641975,test,2026-05-07,33,25,7
931016,962043,test,2026-05-07,887,5,0
288803,907921,control,2026-05-07,53,15,4
278240,493172,control,2026-05-07,594,21,2
283573,639292,control,2026-05-07,1088,19,3
182804,941814,control,2026-05-07,275,12,4
739098,633447,control,2026-05-07,313,14,0
501126,567200,control,2026-05-07,240,13,1
749813,610451,test,2026-05-07,95,27,5
816318,145981,test,2026-05-07,7499,22,5
352528,410833,test,2026-05-07,2276,25,4
621841,783176,control,2026-05-07,186,9,1
711484,301863,control,2026-05-07,3233,10,1
250069,435872,control,2026-05-07,323,11,1
343467,638857,test,2026-05-07,890,16,8
583550,186345,control,2026-05-07,547,11,0
768891,200617,test,2026-05-07,648,20,7
366314,275526,test,2026-05-07,2019,14,5
581894,910883,control,2026-05-07,132,6,1
367729,664107,control,2026-05-07,1115,11,0
799233,659106,control,2026-05-07,118,17,1
109853,107686,test,2026-05-07,189,14,3
943718,757386,test,2026-05-07,97,13,3
587853,168652,test,2026-05-07,999,14,3
401603,321020,test,2026-05-07,375,22,2
810526,802897,control,2026-05-07,282,12,3
673149,760093,control,2026-05-07,371,18,2
265649,911159,control,2026-05-07,109,16,3
177449,323530,test,2026-05-07,198,12,3
563187,818699,control,2026-05-07,1201,23,5
462351,544815,test,2026-05-07,386,18,2
716113,976258,control,2026-05-07,427,12,0
413685,208975,test,2026-05-07,195,28,3
769975,315565,test,2026-05-07,1287,21,1
544920,663876,control,2026-05-07,245,14,2
823846,969005,control,2026-05-07,92,10,1
362246,836879,test,2026-05-07,399,11,0
579027,877388,test,2026-05-07,307,12,0
986365,912863,control,2026-05-07,912,12,1
416797,556379,test,2026-05-07,2142,26,8
308894,777968,test,2026-05-07,304,6,4
503380,956429,test,2026-05-07,566,20,1
994787,175623,test,2026-05-07,233,24,6
606680,883171,control,2026-05-07,408,9,1
211834,819368,control,2026-05-07,249,9,3
348728,261223,control,2026-05-07,258,9,1
499889,124906,control,2026-05-07,1555,2,1
699704,581532,test,2026-05-07,935,16,3
476395,851690,test,2026-05-07,1659,18,2
702733,447828,test,2026-05-07,302,15,4
410244,139726,test,2026-05-07,412,19,3
833247,191772,test,2026-05-07,567,19,1
409571,176806,control,2026-05-07,668,18,1
123005,156904,control,2026-05-07,217,7,1
970357,286638,test,2026-05-07,919,17,2
790203,932794,control,2026-05-07,366,12,1
515032,364144,control,2026-05-07,769,8,1
387813,685193,control,2026-05-07,59,14,5
108491,173863,control,2026-05-07,407,12,2
693419,702891,control,2026-05-07,505,7,2
819112,961530,control,2026-05-07,216,6,0
916118,338703,control,2026-05-07,375,9,1
880841,371212,control,2026-05-07,216,9,1
151426,527433,test,2026-05-07,358,12,2
735863,506881,test,2026-05-07,216,22,4
881369,573039,control,2026-05-07,521,10,1
620856,760830,test,2026-05-07,697,18,1
973294,524094,test,2026-05-07,532,16,3
400096,554059,control,2026-05-07,155,7,2
913423,431773,test,2026-05-07,243,21,6
937665,117711,control,2026-05-07,622,14,1
341296,508422,control,2026-05-07,254,10,1
736553,806004,control,2026-05-07,4186,9,2
940886,224052,test,2026-05-07,3223,16,2
469435,660814,test,2026-05-07,470,22,2
329642,106185,control,2026-05-07,252,21,4
767542,772580,control,2026-05-07,240,12,2
299367,855274,control,2026-05-07,1242,12,2
751051,748386,test,2026-05-07,161,21,6
362801,166309,test,2026-05-07,2257,24,3
810687,892682,control,2026-05-07,447,8,2
892280,882186,test,2026-05-07,905,17,2
855948,714054,control,2026-05-07,304,9,0
904751,147727,test,2026-05-07,656,14,4
791201,834928,test,2026-05-07,178,21,2
813928,989455,test,2026-05-07,1518,15,4
979060,176115,test,2026-05-07,129,20,3
243423,475075,control,2026-05-07,870,18,2
758765,627262,control,2026-05-07,2298,13,2
201883,211291,test,2026-05-07,98,16,3
757937,403915,control,2026-05-07,322,4,0
777737,925115,test,2026-05-07,734,27,4
141337,819195,control,2026-05-07,262,12,0
423939,415989,test,2026-05-07,240,17,3
926918,736030,control,2026-05-07,580,7,2
562236,190707,control,2026-05-07,283,14,3
134985,395192,control,2026-05-07,314,14,1
707727,902448,control,2026-05-07,769,11,2
482584,558936,control,2026-05-07,572,14,1
867934,499941,control,2026-05-07,3104,13,1
237795,514306,control,2026-05-07,1055,8,0
194511,962057,control,2026-05-07,194,11,4
409445,792818,control,2026-05-07,281,5,2
442589,132316,test,2026-05-07,866,12,1
883790,597012,control,2026-05-07,158,13,3
535686,263917,test,2026-05-07,53,24,4
284171,659381,control,2026-05-07,318,10,2
310548,330545,test,2026-05-07,278,18,4
238579,243006,control,2026-05-07,59,12,2
924718,883028,test,2026-05-07,1219,21,4
665610,509985,test,2026-05-07,398,18,6
483629,935474,test,2026-05-07,851,14,0
656639,936223,control,2026-05-07,282,15,3
626169,990731,test,2026-05-07,1046,13,4
385765,672233,test,2026-05-07,570,20,5
970813,409307,control,2026-05-07,1431,9,0
272537,764845,control,2026-05-07,366,17,1
369452,251074,test,2026-05-07,2391,15,4
964749,412534,test,2026-05-07,3042,15,3
605254,810189,test,2026-05-07,51,19,5
945664,933635,control,2026-05-07,111,6,2
409478,864752,test,2026-05-07,159,29,2
882824,779414,test,2026-05-07,780,10,4
455168,491255,test,2026-05-07,79,17,4
943298,111691,test,2026-05-07,701,19,5
220764,680412,control,2026-05-07,162,17,2
591081,682032,test,2026-05-07,296,15,2
178957,248241,test,2026-05-07,304,24,5
247594,229221,test,2026-05-07,224,21,4
890785,143802,test,2026-05-07,231,21,7
336574,105274,test,2026-05-07,314,14,3
809176,700538,control,2026-05-07,253,12,2
859396,725637,control,2026-05-07,118,10,3
807166,513224,control,2026-05-07,1021,11,3
516716,663244,control,2026-05-07,262,14,0
986827,674122,control,2026-05-07,22,16,0
943671,189261,test,2026-05-07,1015,23,8
684384,419491,control,2026-05-07,614,12,0
483542,320256,control,2026-05-07,1067,16,1
194689,884645,control,2026-05-07,634,6,0
929090,877446,control,2026-05-07,482,25,1
513741,861200,test,2026-05-07,2186,14,2
114594,460554,control,2026-05-07,258,11,2
377304,322022,control,2026-05-07,825,6,1
662636,532699,control,2026-05-07,358,7,1
229592,777308,test,2026-05-07,263,17,1
576877,992819,test,2026-05-07,4689,23,6
486490,637450,test,2026-05-07,655,17,4
805511,249375,control,2026-05-07,57,7,1
885395,268772,test,2026-05-07,1422,16,1
805000,292930,test,2026-05-07,913,29,2
374896,331512,control,2026-05-07,107,10,3
712955,746850,test,2026-05-07,1889,10,2
499534,975297,control,2026-05-07,379,11,1
962367,365018,test,2026-05-07,565,15,1
769567,303765,control,2026-05-07,1050,12,3
489518,220190,control,2026-05-07,1234,14,1
213609,290167,control,2026-05-07,611,7,1
807617,803571,control,2026-05-07,218,13,2
345180,938504,test,2026-05-08,64,18,4
594379,694849,test,2026-05-08,228,10,0
126240,993650,test,2026-05-08,495,7,1
749641,157030,control,2026-05-08,409,12,2
688678,992744,control,2026-05-08,1174,11,0
443939,887524,test,2026-05-08,250,19,3
739717,675512,control,2026-05-08,55,15,2
332120,583671,test,2026-05-08,897,17,3
779112,775990,control,2026-05-08,158,14,2
166287,676365,control,2026-05-08,158,14,3
766269,176697,test,2026-05-08,260,31,4
963874,404771,test,2026-05-08,591,28,3
586819,804313,test,2026-05-08,393,20,5
835132,170634,control,2026-05-08,236,12,3
416869,362865,control,2026-05-08,811,14,2
780776,202972,test,2026-05-08,25,15,2
528129,307007,test,2026-05-08,81,20,5
222343,860835,test,2026-05-08,284,21,3
246566,708798,control,2026-05-08,1213,17,4
147549,610856,control,2026-05-08,350,13,2
139019,446922,test,2026-05-08,681,14,3
419149,474486,control,2026-05-08,168,10,2
616554,234443,control,2026-05-08,540,13,1
221761,803904,test,2026-05-08,271,12,2
201913,787313,test,2026-05-08,148,17,3
346205,345925,control,2026-05-08,800,7,0
663658,204904,control,2026-05-08,584,18,4
242254,398987,test,2026-05-08,739,23,3
507524,749609,test,2026-05-08,2953,12,2
575679,173199,test,2026-05-08,203,16,4
489033,433222,control,2026-05-08,179,7,0
803055,609462,test,2026-05-08,290,14,2
879238,572536,test,2026-05-08,455,8,0
830316,444295,control,2026-05-08,251,11,2
666432,746281,control,2026-05-08,673,16,2
539486,791454,test,2026-05-08,197,14,1
715870,420523,test,2026-05-08,450,18,7
878325,827143,control,2026-05-08,278,5,1
861894,712546,test,2026-05-08,532,22,5
262029,259797,test,2026-05-08,202,11,1
535037,693024,control,2026-05-08,1097,12,3
786735,694397,test,2026-05-08,295,10,4
203831,482199,control,2026-05-08,73,21,0
974190,946934,control,2026-05-08,283,13,1
613117,431699,test,2026-05-08,423,18,4
745558,549112,test,2026-05-08,2329,18,4
527940,276831,control,2026-05-08,475,16,1
393328,105066,control,2026-05-08,1542,18,5
134305,428429,control,2026-05-08,468,7,0
823811,358133,control,2026-05-08,46,18,5
488528,923824,test,2026-05-08,224,24,6
327823,332286,control,2026-05-08,413,18,0
564920,846794,test,2026-05-08,447,7,1
566297,875753,test,2026-05-08,1084,18,3
347582,771967,test,2026-05-08,968,19,2
997004,557309,test,2026-05-08,280,15,0
480303,390119,control,2026-05-08,253,11,4
204180,980919,test,2026-05-08,337,23,6
818987,476948,test,2026-05-08,472,21,6
485178,240829,test,2026-05-08,654,16,3
670913,812591,control,2026-05-08,1578,6,0
776149,868577,control,2026-05-08,496,8,0
476096,447668,test,2026-05-08,237,11,3
163491,603268,test,2026-05-08,260,13,3
517479,585331,test,2026-05-08,787,22,3
389282,566991,control,2026-05-08,593,24,4
299028,476167,control,2026-05-08,393,11,4
228093,912402,control,2026-05-08,306,12,0
989227,420310,control,2026-05-08,629,15,3
964226,610626,test,2026-05-08,289,12,0
576805,678469,control,2026-05-08,13,7,2
196126,214119,control,2026-05-08,2719,4,0
794963,284308,test,2026-05-08,182,26,6
322409,776909,test,2026-05-08,180,18,1
772875,736095,control,2026-05-08,75,17,4
770556,185955,control,2026-05-08,1865,9,2
726152,982683,test,2026-05-08,837,15,4
122394,394247,control,2026-05-08,1289,11,1
153035,966589,control,2026-05-08,329,12,4
925013,246802,test,2026-05-08,141,15,3
449709,664781,test,2026-05-08,367,22,6
355400,305973,test,2026-05-08,251,30,10
232040,376021,control,2026-05-08,362,13,0
925206,869177,test,2026-05-08,583,21,4
692002,757057,test,2026-05-08,143,20,3
315173,180176,control,2026-05-08,172,18,5
171942,862760,control,2026-05-08,539,8,2
970127,179062,test,2026-05-08,447,20,5
902325,119535,test,2026-05-08,517,11,4
681128,990856,test,2026-05-08,293,9,0
317220,631815,control,2026-05-08,192,11,3
714867,762308,control,2026-05-08,701,14,3
326441,132709,test,2026-05-08,1691,16,2
952547,952117,control,2026-05-08,136,11,1
344316,710156,control,2026-05-08,1290,13,2
444519,707021,control,2026-05-08,696,10,1
911984,524814,control,2026-05-08,56,13,2
254721,906564,test,2026-05-08,416,14,3
926952,718697,test,2026-05-08,594,28,3
724932,323095,control,2026-05-08,375,7,0
102973,138436,control,2026-05-08,15,14,3
390743,678388,control,2026-05-08,447,1,0
251716,373276,test,2026-05-08,666,16,6
236306,669868,control,2026-05-08,387,12,2
666456,665892,control,2026-05-08,443,7,0
362829,595036,test,2026-05-08,1139,17,4
937302,785672,test,2026-05-08,135,24,7
282973,912853,control,2026-05-08,876,10,1
215266,255852,control,2026-05-08,589,12,0
793169,483588,test,2026-05-08,129,15,2
127032,511564,control,2026-05-08,843,14,1
238205,334153,test,2026-05-08,232,17,5
115582,718241,test,2026-05-08,264,27,4
475644,868844,control,2026-05-08,731,7,1
928358,998801,control,2026-05-08,144,14,0
926730,405134,control,2026-05-08,226,10,1
349489,240384,control,2026-05-08,151,16,1
717457,587274,test,2026-05-08,1290,25,3
439498,625465,control,2026-05-08,250,1,0
116547,635205,test,2026-05-08,2850,20,4
282710,194952,test,2026-05-08,3645,20,3
378258,516059,test,2026-05-08,350,17,2
154944,481540,test,2026-05-08,148,13,1
232915,626560,test,2026-05-08,351,18,1
877747,111106,test,2026-05-08,527,7,0
541409,794868,test,2026-05-08,4340,11,1
651640,350484,test,2026-05-08,322,17,0
219169,989173,control,2026-05-08,303,13,2
881886,945718,test,2026-05-08,237,25,4
166645,743863,test,2026-05-08,331,22,2
599380,817395,control,2026-05-08,311,14,2
570050,273899,control,2026-05-08,953,11,0
915809,893988,control,2026-05-08,1064,1,0
479625,639111,test,2026-05-08,1361,17,2
638169,247189,control,2026-05-08,1097,15,3
722503,567896,test,2026-05-08,1357,21,3
214351,266956,test,2026-05-08,126,24,3
573962,287847,test,2026-05-08,394,10,1
628313,693868,control,2026-05-08,1452,23,2
332311,693297,test,2026-05-08,1662,25,3
744986,791444,test,2026-05-08,571,25,7
145471,253300,test,2026-05-08,808,17,1
862569,871667,control,2026-05-08,378,17,4
921273,867562,control,2026-05-08,6238,5,1
790909,606990,test,2026-05-08,1659,20,4
646781,476224,control,2026-05-08,268,18,2
416282,142383,control,2026-05-08,568,9,0
580292,329448,control,2026-05-08,169,10,0
774591,898461,test,2026-05-08,114,17,4
132663,611329,control,2026-05-08,96,5,1
163780,343007,test,2026-05-08,1702,14,1
602248,165914,control,2026-05-08,280,7,2
988456,377198,test,2026-05-08,632,25,3
521126,487380,test,2026-05-08,93,14,2
546980,345386,test,2026-05-08,75,19,4
819425,144887,control,2026-05-08,160,13,4
213206,801062,test,2026-05-08,1290,22,7
614084,316818,control,2026-05-08,975,17,0
847006,643042,test,2026-05-08,1407,19,4
565108,929906,control,2026-05-08,707,2,0
177060,478799,control,2026-05-08,112,16,1
184714,506945,control,2026-05-08,225,12,1
437758,592489,control,2026-05-08,2022,11,1
737846,576728,control,2026-05-08,432,17,1
255539,148693,test,2026-05-08,1223,29,7
168872,141843,control,2026-05-08,3767,16,1
232321,780027,test,2026-05-08,501,19,2
388375,439813,control,2026-05-08,390,12,2
754644,208239,control,2026-05-08,211,14,3
763829,837920,test,2026-05-08,317,20,2
713799,646699,test,2026-05-08,291,19,2
674993,764343,test,2026-05-08,319,19,3
846746,969948,control,2026-05-08,575,6,2
440981,386780,control,2026-05-08,116,8,0
499407,975427,control,2026-05-08,311,5,1
726410,877948,control,2026-05-08,225,20,2
656329,376106,control,2026-05-08,183,3,0
409222,706739,test,2026-05-08,630,23,4
575755,670792,test,2026-05-08,121,20,1
630108,697856,control,2026-05-08,839,7,1
734836,282294,control,2026-05-08,863,5,1
551096,494956,control,2026-05-08,271,11,0
203996,785428,test,2026-05-08,380,17,1
931621,496905,test,2026-05-08,224,12,1
835869,483041,test,2026-05-08,338,20,2
219971,716225,test,2026-05-09,498,20,3
994217,785073,test,2026-05-09,912,21,2
786516,976052,control,2026-05-09,199,18,3
782535,181618,test,2026-05-09,672,22,4
906315,641760,control,2026-05-09,2134,9,2
678116,363807,test,2026-05-09,624,29,4
855855,494609,control,2026-05-09,535,9,1
325468,333726,test,2026-05-09,612,15,4
550961,641455,test,2026-05-09,80,11,0
573489,525556,test,2026-05-09,762,19,4
339592,470040,control,2026-05-09,342,12,1
533914,956934,control,2026-05-09,344,19,4
455395,461792,test,2026-05-09,174,13,4
967611,610511,test,2026-05-09,230,15,5
575528,931161,control,2026-05-09,69,19,0
518098,605529,test,2026-05-09,651,13,5
536196,733561,test,2026-05-09,905,15,1
865054,106918,control,2026-05-09,163,15,4
199704,626214,control,2026-05-09,1798,22,3
427730,245718,test,2026-05-09,1723,16,5
547494,561267,test,2026-05-09,538,19,3
427704,273650,control,2026-05-09,67,8,2
797416,341162,test,2026-05-09,87,10,3
367271,180832,test,2026-05-09,276,8,1
492483,639535,control,2026-05-09,387,16,3
260053,774734,control,2026-05-09,405,16,2
820184,394450,test,2026-05-09,784,10,2
597305,321791,control,2026-05-09,146,8,2
170394,257538,control,2026-05-09,638,8,2
195656,295984,test,2026-05-09,596,16,1
972176,265001,control,2026-05-09,917,13,3
